Title,Description,Channel Title,Publish time,Tags,Category,Duration,Number of comments,Number of likes,Number of views,Number of favorites,Video quality,Licensed,id,trending times,trending for
Five little monkey Song | 동요와 아이 노래 | 어린이 교육,,les boys tv2,2022-04-01 08:58:31+00:00,"['expirment', 'car']",1,1:34,-1,-1,12513,0,hd,True,pPBf1EDn1As,0.0,0.0
Baby Amira Pretend Play as Kid Police | Funny Play at Home Kids Videos,,les boys tv2,2022-03-31 19:22:15+00:00,"['expirment', 'car']",1,1:44,-1,-1,11053,0,hd,True,xsZdOpAW6K8,0.0,0.0
Baby Amira Wants To Be Taller To Play with Ballpit Jumper Playhouse Toy for Kids,,les boys tv2,2022-03-29 09:16:33+00:00,"['expirment', 'car']",1,3:1,-1,-1,19046,0,hd,True,eplvbUVhLT8,0.0,0.0
Brush Teeth Song | Little Baby Amira - Nursery Rhymes for Kids,,les boys tv2,2022-03-29 09:13:52+00:00,"['expirment', 'car']",1,3:16,-1,-1,12846,0,hd,True,21sUc_apFOI,0.0,0.0
Baby Amira Kids Play with Cleaning Toys!,,les boys tv2,2022-03-29 09:10:48+00:00,"['expirment', 'car']",1,2:39,-1,-1,41247,0,hd,True,yj5EypdXVQA,0.0,0.0
Learn Colors with Fruits Song | Wendy Nursery Rhymes & Kids Songs,,les boys tv2,2022-03-29 09:06:26+00:00,"['expirment', 'car']",1,2:20,-1,-1,88243,0,hd,True,ajjcrorxMc8,0.0,0.0
"Hulk, SpiderMan, Batman Transformations",,les boys tv2,2022-03-29 09:03:52+00:00,"['expirment', 'car']",1,3:28,-1,-1,15889,0,hd,True,Hv8nGWwwme8,0.0,0.0
Sami And Amira Pretend Play with a Giant Inflatable Playhouse Swimming Pool Toy,,les boys tv2,2022-03-25 12:20:17+00:00,"['expirment', 'car']",1,3:16,-1,-1,20834,0,hd,True,IQNMtyDRrL0,0.0,0.0
adel et sami fun vidéo for kids,,les boys tv2,2022-03-24 11:26:46+00:00,"['expirment', 'car']",1,4:1,-1,-1,11412,0,hd,True,nR0ba1XS4Xk,0.0,0.0
Sami  Pretend Play Yummy Fruits and Vegetables Drinks Stories for Kids,,les boys tv2,2022-03-24 11:23:50+00:00,"['expirment', 'car']",1,3:37,-1,-1,10698,0,hd,True,ZcYOlR1sxSs,0.0,0.0
kids stare too much at screens,,les boys tv2,2022-03-24 11:12:30+00:00,"['expirment', 'car']",1,3:1,-1,-1,13751,0,hd,True,W_H3RZEYykA,0.0,0.0
Sami found a fish at the beach,,les boys tv2,2022-03-24 11:09:52+00:00,"['expirment', 'car']",1,5:28,-1,-1,28634,0,hd,True,zQVtMA2elyw,0.0,0.0
The BooBoo Story from baby amira,,les boys tv2,2022-03-24 11:09:13+00:00,"['expirment', 'car']",1,2:18,-1,-1,8852,0,hd,True,RB4djxWc1RE,0.0,0.0
the police and the kids,,les boys tv2,2022-03-22 10:31:05+00:00,"['expirment', 'car']",1,3:44,-1,-1,17790,0,hd,True,JuhNU6EypkE,0.0,0.0
surprise for sami,,les boys tv2,2022-03-22 09:11:37+00:00,"['expirment', 'car']",1,3:16,-1,-1,17218,0,hd,True,0joARAYuwN8,0.0,0.0
children want surprises,,les boys tv2,2022-03-22 07:48:48+00:00,"['expirment', 'car']",1,2:40,-1,-1,35456,0,hd,True,uPNfwjMQVVc,0.0,0.0
baby amira has fun playing with her daddy and her cousins,,les boys tv2,2022-03-22 07:35:46+00:00,"['expirment', 'car']",1,2:40,-1,-1,18793,0,hd,True,9vcMV8fUSUw,0.0,0.0
Sami And Amira Adventure with new toys Collection of funny videos for children,,les boys tv2,2022-03-22 07:31:47+00:00,"['expirment', 'car']",1,10:18,-1,-1,22754,0,hd,True,UtKyBo2vCDk,0.0,0.0
Sami And Amira Pretend Play at Fried Chicken Drive,,les boys tv2,2022-03-21 06:33:29+00:00,"['expirment', 'car']",1,2:16,-1,-1,34805,0,hd,True,n9L4krU7eTg,0.0,0.0
sami has a toothache,,les boys tv2,2022-03-21 06:33:12+00:00,"['expirment', 'car']",1,4:52,-1,-1,36612,0,hd,True,9m00UIjF1o0,0.0,0.0
Adel Sami Football on the Play Field,,les boys tv2,2022-03-21 05:38:07+00:00,"['expirment', 'car']",1,,-1,-1,18442,0,hd,True,te541P9Dj2U,0.0,0.0
Sami sleep at school adel sami,sleep at school adel sami,les boys tv2,2022-03-21 05:30:46+00:00,"['expirment', 'car']",1,4:4,-1,-1,22403,0,hd,True,KLqdLkjlBqA,0.0,0.0
baby amira children's car garage,,les boys tv2,2022-03-21 05:29:31+00:00,"['expirment', 'car']",1,4:16,-1,-1,25300,0,hd,True,KYPAZH2rkuo,0.0,0.0
RED VS YELLOW FOOD,,les boys tv2,2022-03-19 11:44:26+00:00,"['expirment', 'car']",1,4:54,-1,-1,21814,0,hd,True,yKs3y8OpzKc,0.0,0.0
Baby amira playing with colored balloons - Adel et sami,Baby amira playing with colored balloons - Adel et sami,les boys tv2,2022-03-19 10:52:57+00:00,"['expirment', 'car']",1,3:33,-1,-1,42070,0,hd,True,4bsJLbigeGw,0.0,0.0
SAMI plays with his new police,,les boys tv2,2022-03-18 13:45:11+00:00,"['expirment', 'car']",1,3:19,-1,-1,31569,0,hd,True,o9WIyu_XL-c,0.0,0.0
Amira Play Dress Up and Make Up Toys,,les boys tv2,2022-03-18 13:40:09+00:00,"['expirment', 'car']",1,3:23,-1,-1,34445,0,hd,True,qQafXfdcS7U,0.0,0.0
Sami And Amira Gather on a Travel with Luggage Suitcase Toys,,les boys tv2,2022-03-18 13:38:12+00:00,"['expirment', 'car']",1,4:5,-1,-1,23705,0,hd,True,w-kuF0bpDVA,0.0,0.0
Sami And Adel Pretend Play as Police Officers Routines at Work | Kids Dress Up Costumes,,les boys tv2,2022-03-17 14:30:03+00:00,"['expirment', 'car']",1,3:23,-1,-1,43464,0,hd,True,af2mU1OHXq0,0.0,0.0
Dad eats raw fish,,les boys tv2,2022-03-17 13:11:18+00:00,"['expirment', 'car']",1,5:4,-1,-1,65194,0,hd,True,RlfmzNk_WlM,0.0,0.0
Sami And Amira How to Swim in the Kids Pool and Plays with Fun Water Toys,,les boys tv2,2022-03-17 12:15:19+00:00,"['expirment', 'car']",1,2:41,-1,-1,45117,0,hd,True,hzq8y1Sw9rM,0.0,0.0
Sami And Amira  Go On Giant Chocolate Kinder Joy Surprise Egg Hunt for Kids,,les boys tv2,2022-03-17 11:58:40+00:00,"['expirment', 'car']",1,2:28,-1,-1,16713,0,hd,True,ZSdRkduueGc,0.0,0.0
Baby Amira Play with Dolls,,les boys tv2,2022-03-17 11:43:15+00:00,"['expirment', 'car']",1,2:50,-1,-1,22993,0,hd,True,Z8Tb5cvnYk0,0.0,0.0
children playing in the park observation | school children playing in the park | Kids playland |,,les boys tv2,2022-03-16 12:00:15+00:00,"['expirment', 'car']",1,3:38,-1,-1,92919,0,hd,True,OP3A83Lh6aY,0.0,0.0
Amira Pretend Play with Suitcase Luggage Vacation Travel Toy for Kids,,les boys tv2,2022-03-16 11:55:24+00:00,"['expirment', 'car']",1,3:14,-1,-1,68314,0,hd,True,0mvhivEey0c,0.0,0.0
"Fun Pretend Play with Dolls, Are you sleeping brother John",,les boys tv2,2022-03-16 11:49:55+00:00,"['expirment', 'car']",1,2:36,-1,-1,10579,0,hd,True,M6PvTqfi2Lo,0.0,0.0
Learn colors with Pyramid Transformation of Colored Pyramid and Sisters Fun learning Colors Toys for,Learn colors with Pyramid Transformation of Colored Pyramid and Sisters Fun learning Colors Toys for,les boys tv2,2022-03-16 11:45:42+00:00,"['expirment', 'car']",1,1:37,-1,-1,10228,0,hd,True,s_-WfZv_MYg,0.0,0.0
amira receives drawing lessons from a famous contemporary artist. Story for kids,,les boys tv2,2022-03-16 11:42:37+00:00,"['expirment', 'car']",1,3:26,-1,-1,32394,0,hd,True,U1u17vlySi4,0.0,0.0
Sami And Amira  playing on the beach,,les boys tv2,2022-03-15 15:16:27+00:00,"['expirment', 'car']",1,3:14,-1,-1,40456,0,hd,True,K3umeC3w2Ss,0.0,0.0
Superhero Toys Collection for Kids,,les boys tv2,2022-03-15 15:11:23+00:00,"['expirment', 'car']",1,5:26,-1,-1,29587,0,hd,True,iPeAhm86Lt8,0.0,0.0
kids Play Science Experiment Adventure with Ball Pit Balls | Kids Work Together,,les boys tv2,2022-03-15 15:02:01+00:00,"['expirment', 'car']",1,1:42,-1,-1,8558,0,hd,True,YbwwfVG8hXI,0.0,0.0
Sami And Amira  playing on the beach | Playing with sand and kids toys at beach,,les boys tv2,2022-03-15 14:57:45+00:00,"['expirment', 'car']",1,2:24,-1,-1,48071,0,hd,True,NGsjhLNokpg,0.0,0.0
sami and amira learn colors with lollipop,,les boys tv2,2022-03-15 11:36:28+00:00,"['expirment', 'car']",1,2:35,-1,-1,14917,0,hd,True,LSP0SXPzMM4,0.0,0.0
Amira Pretend to Play Ice Cream Stories for Children,,les boys tv2,2022-03-14 15:02:55+00:00,"['expirment', 'car']",1,2:9,-1,-1,13909,0,hd,True,h1o2HIvsNkA,0.0,0.0
Sami and Amira Pretend Play with Playhouse for kids,,les boys tv2,2022-03-14 14:19:10+00:00,"['expirment', 'car']",1,2:39,-1,-1,76089,0,hd,True,v65sDQl0vlY,0.0,0.0
Amira And Adel playing with toys,,les boys tv2,2022-03-14 13:48:04+00:00,"['expirment', 'car']",1,,-1,-1,59854,0,hd,True,--hurFSxVCw,0.0,0.0
Amira play with Funny Balloons,,les boys tv2,2022-03-14 13:30:58+00:00,"['expirment', 'car']",1,1:20,-1,-1,6263,0,hd,True,tsuGf0nnKPE,0.0,0.0
Amira Pretend Play Halloween Adventure,,les boys tv2,2022-03-13 14:10:44+00:00,"['expirment', 'car']",1,3:47,-1,-1,15367,0,hd,True,UykkK0-_ZrQ,0.0,0.0
Sami Pretend Play with Fun Inflatable Toys,,les boys tv2,2022-03-13 13:45:42+00:00,"['expirment', 'car']",1,1:31,-1,-1,10042,0,hd,True,oWF47zGtZuA,0.0,0.0
Amira play with Funny Balloons,,les boys tv2,2022-03-13 13:21:07+00:00,"['expirment', 'car']",1,3:18,-1,-1,96879,0,hd,True,fjC1Rfukh7k,0.0,0.0
amira pretend play with Baby dolls,Diana pretend play with Baby dolls,les boys tv2,2022-03-13 13:05:41+00:00,"['expirment', 'car']",1,2:26,-1,-1,4995,0,hd,True,vVqKunwMOE0,0.0,0.0
Amira 2 Birthday Party! Happy Birthday Amira,,les boys tv2,2022-03-12 13:37:25+00:00,"['expirment', 'car']",1,5:12,-1,-1,86020,0,hd,True,0xPLDYyTrM0,0.0,0.0
The Boo Boo Story from sami and dad,The Boo Boo Story from Diana and Roma,les boys tv2,2022-03-12 13:31:37+00:00,"['expirment', 'car']",1,2:21,-1,-1,13490,0,hd,True,b9ZKCdMeRZ4,0.0,0.0
adel sami new Funny stories about Toys for children,,les boys tv2,2022-03-10 13:21:13+00:00,"['expirment', 'car']",1,2:52,-1,-1,12585,0,hd,True,OWhKpn6ndXc,0.0,0.0
Prank!! Batman Payback Time for Spiderman Ckn Toys,,les boys tv2,2022-03-10 13:19:06+00:00,"['expirment', 'car']",1,3:10,-1,-1,76156,0,hd,True,TTIhyQYkUco,0.0,0.0
adel sami pretend play with toys - best videos with small brother,,les boys tv2,2022-03-10 12:14:19+00:00,"['expirment', 'car']",1,1:50,-1,-1,14099,0,hd,True,mJ619oli2RM,0.0,0.0
fun video for children,,les boys tv2,2022-03-10 11:30:32+00:00,"['expirment', 'car']",1,1:28,-1,-1,19634,0,hd,True,fa6n4VOrevY,0.0,0.0
Learn Colors | Colors for kids | Nursery Rhymes | Baby Songs |,,les boys tv2,2022-03-10 11:00:35+00:00,[],1,1:12,-1,-1,10023,0,hd,True,nt0j1FFgAxQ,0.0,0.0
Baby Amira and his travels all over the world with family | Compilation video,,les boys tv2,2022-03-09 13:14:38+00:00,"['expirment', 'car']",1,3:38,-1,-1,19217,0,hd,True,ORcDmL060vo,0.0,0.0
Finger Family Song - Daddy Finger Nursery Rhymes,,les boys tv2,2022-03-09 12:35:51+00:00,"['expirment', 'car']",1,1:16,-1,-1,3306,0,hd,True,0Engsa1Ii3g,0.0,0.0
spider-man superhero at the beach,,les boys tv2,2022-03-09 12:16:36+00:00,"['expirment', 'car']",1,3:15,-1,-1,8099,0,hd,True,szzK3-AoKjA,0.0,0.0
Sami and amira little girls pretend play fun kid video,,les boys tv2,2022-03-09 12:12:09+00:00,"['expirment', 'car']",1,2:41,-1,-1,9560,0,hd,True,iWNWXS9cM5o,0.0,0.0
sami and amira  Pretend Play Funny Stories about Ice Cream,,les boys tv2,2022-03-09 11:59:17+00:00,"['expirment', 'car']",1,1:47,-1,-1,13547,0,hd,True,1JagJu5ORqo,0.0,0.0
My lollipop fell on the floor,,les boys tv2,2022-03-08 16:13:01+00:00,"['expirment', 'car']",1,1:52,-1,-1,14343,0,hd,True,nhhnH_EBqyY,0.0,0.0
Amira playing Car Wash with Cleaning Toys,,les boys tv2,2022-03-08 13:49:49+00:00,"['expirment', 'car']",1,2:34,-1,-1,258502,0,hd,True,fsmrjaaXp1U,0.0,0.0
sami Pretend Play with a Giant Inflatable Playhouse Swimming Pool Toy,,les boys tv2,2022-03-08 13:19:59+00:00,"['expirment', 'car']",1,2:20,-1,-1,6250,0,hd,True,ldVnhXxVsTw,0.0,0.0
baby amira fun vidéo for kids,,les boys tv2,2022-03-08 11:15:24+00:00,[],1,2:40,-1,-1,6238,0,hd,True,9LXkj431To4,0.0,0.0
Amira take a rest at sea,Sami and Amira take a rest at sea,les boys tv2,2022-03-07 19:08:29+00:00,"['expirment', 'car']",1,3:15,-1,-1,8284,0,hd,True,aPbfsOch-pw,0.0,0.0
baby Amira doesn't want to eat,,les boys tv2,2022-03-07 18:37:57+00:00,"['expirment', 'car']",1,3:4,-1,-1,7143,0,hd,True,OxxQnejabrQ,0.0,0.0
sami and amira on the beach! Playing with Sand and other Kids Toys,,les boys tv2,2022-03-07 18:07:10+00:00,"['expirment', 'car']",1,4:56,-1,-1,36830,0,hd,True,VN2vq3gx1NM,0.0,0.0
baby amira  her Back to School story,,les boys tv2,2022-03-07 14:34:14+00:00,"['expirment', 'car']",1,1:50,-1,-1,36250,0,hd,True,_2PaLyazMCk,0.0,0.0
sami and amira Pretend Play Funny Stories about Ice Cream,,les boys tv2,2022-03-07 14:22:32+00:00,"['expirment', 'car']",1,3:42,-1,-1,7227,0,hd,True,dSpZkWR7ciE,0.0,0.0
amira pretend play with Baby Dolls and girl toys,,les boys tv2,2022-03-06 15:11:38+00:00,"['expirment', 'car']",1,2:53,-1,-1,8528,0,hd,True,p38z_ZHTJN8,0.0,0.0
sami and amira  Fun Games with Giant  Balloon,,les boys tv2,2022-03-06 14:17:41+00:00,"['expirment', 'car']",1,3:14,-1,-1,190046,0,hd,True,kiYSQmcX3ZE,0.0,0.0
Hamburger Cake sami and amira,,les boys tv2,2022-03-06 14:17:28+00:00,"['expirment', 'car']",1,5:55,-1,-1,16098,0,hd,True,37vAFt9E32o,0.0,0.0
Super hero Spider-Man and super hero Hulk push the car,,les boys tv2,2022-03-06 14:17:02+00:00,"['expirment', 'car']",1,3:14,-1,-1,5247,0,hd,True,gvC2lprGrGw,0.0,0.0
sami and amira  want candy,,les boys tv2,2022-03-06 13:52:11+00:00,"['expirment', 'car']",1,1:52,-1,-1,12488,0,hd,True,LiQZVgIV9Pg,0.0,0.0
pretend play with Baby dolls,pretend play with Baby dolls,les boys tv2,2022-03-05 17:50:07+00:00,"['expirment', 'car']",1,3:47,-1,-1,9639,0,hd,True,6KGQIQJgqwE,0.0,0.0
pretend play with magic sweets,,les boys tv2,2022-03-05 17:20:08+00:00,"['expirment', 'car']",1,4:13,-1,-1,21484,0,hd,True,ogk4sbULbuw,0.0,0.0
Fun Outdoor Playground for kids | Entertainment for Children Play Center,,les boys tv2,2022-03-05 17:18:33+00:00,['car'],1,2:5,-1,-1,9500,0,hd,True,4wUUVrTvrgU,0.0,0.0
Baby amira playing with colored balloons - Adel et sami,,les boys tv2,2022-03-05 15:46:14+00:00,"['expirment', 'car']",1,1:50,-1,-1,11177,0,hd,True,TUQZYkvvRYI,0.0,0.0
Princess makeup dress,,les boys tv2,2022-03-05 15:13:50+00:00,"['expirment', 'car']",1,2:21,-1,-1,8611,0,hd,True,ZKx1ag8H9-c,0.0,0.0
challenge adel et sami  explosion de ballons,,les boys tv2,2022-01-05 11:44:26+00:00,"['expirment', 'car']",1,3:32,-1,-1,99411,0,hd,True,kTiUefnfp-M,0.0,0.0
challenge adel et sami balle de ping pong,,les boys tv2,2022-01-02 11:17:31+00:00,"['expirment', 'car']",1,8:46,-1,-1,31536,0,hd,True,bdB3L6145xU,0.0,0.0
challenge adel et sami faux chiffre,,les boys tv2,2021-12-24 12:21:00+00:00,"['expirment', 'car']",1,7:27,-1,-1,33564,0,hd,True,1VzLn_1NPMQ,0.0,0.0
challenge avec adel et sami cadeau with ENSTEIN,,les boys tv2,2021-12-19 09:00:01+00:00,"['expirment', 'car']",1,,-1,-1,30981,0,hd,True,50Ecshww3Fk,0.0,0.0
challenge adel et sami gagner avec le bebe,,les boys tv2,2021-12-18 11:45:01+00:00,"['expirment', 'car']",1,5:26,-1,-1,32610,0,hd,True,iMtbCs4U2us,0.0,0.0
challenge adel et sami avec un singe with a monky,,les boys tv2,2021-12-17 12:00:00+00:00,"['expirment', 'car']",1,8:32,-1,-1,25076,0,hd,True,-KMeLiWBGAo,0.0,0.0
challenge adel et sami iphone,,les boys tv2,2021-12-16 13:09:23+00:00,"['expirment', 'car']",1,5:49,-1,-1,12609,0,hd,True,YtnSann_M0E,0.0,0.0
"challenge adel et sami,gobelets",,les boys tv2,2021-12-15 12:07:59+00:00,"['expirment', 'car']",1,5:8,-1,-1,18036,0,hd,True,HlG0cxG9_SU,0.0,0.0
challenge adel et sami OREO vs LIQUIDE,,les boys tv2,2021-12-13 11:00:10+00:00,"['expirment', 'car']",1,8:56,-1,-1,30201,0,hd,True,NwkEr_LNwaM,0.0,0.0
challenge adel et sami gateau en sable-sand cake,,les boys tv2,2021-12-12 12:00:05+00:00,"['expirment', 'car']",1,4:43,-1,-1,21413,0,hd,True,4tHS75VeLIg,0.0,0.0
challenge adel et sami souffler pour gagner-blow to win,,les boys tv2,2021-12-11 12:00:17+00:00,"['expirment', 'car']",1,3:1,-1,-1,24674,0,hd,True,V-SqcfgIkL4,0.0,0.0
challenge adel et sami etre précis por gagner,,les boys tv2,2021-12-10 15:31:47+00:00,"['expirment', 'car']",1,8:14,-1,-1,35140,0,hd,True,Mw63dTrD3k0,0.0,0.0
challenge adel et sami gagner des cadeau avec la dentifrice,,les boys tv2,2021-12-09 10:30:01+00:00,"['expirment', 'car']",1,7:2,-1,-1,36501,0,hd,True,-PMeePYkDd4,0.0,0.0
challenge adel et sami sirop de grenadine,,les boys tv2,2021-12-08 13:00:21+00:00,"['expirment', 'car']",1,7:15,-1,-1,12585,0,hd,True,tiBbuwpva8g,0.0,0.0
challenge adel et sami savoir d'ou viennent les claques where the slaps come from,,les boys tv2,2021-12-07 13:00:29+00:00,"['expirment', 'car']",1,13:48,-1,-1,29262,0,hd,True,Yjd-VTK9Yro,0.0,0.0
challenge adel et sami trouve le bon gout find the right taste,,les boys tv2,2021-12-06 13:00:01+00:00,"['expirment', 'car']",1,9:20,-1,-1,37764,0,hd,True,2qAZQKKw2cI,0.0,0.0
challenge adel et sami surprise dans la pasteque surprise in watermelon,,les boys tv2,2021-12-05 09:37:52+00:00,"['expirment', 'car']",1,14:1,-1,-1,49703,0,hd,True,qFGoQHy-ZBo,0.0,0.0
challenge adel et sami canette   monney and surprise,,les boys tv2,2021-12-04 10:48:48+00:00,"['expirment', 'car']",1,12:47,-1,-1,61472,0,hd,True,MR2BgYiuufE,0.0,0.0
challenge papier toilette avec  adel et sami  toilet paper and surprise,,les boys tv2,2021-12-03 16:37:20+00:00,"['expirment', 'car']",1,8:4,-1,-1,20360,0,hd,True,ItFm_k2Yuoo,0.0,0.0
squid game in real life adel et sami,,les boys tv2,2021-12-02 11:19:18+00:00,"['expirment', 'car']",1,9:35,-1,-1,373662,0,hd,True,8N16RH5DsDA,0.0,0.0
challenge adel et sami choisir la bonne couleur the right color,,les boys tv2,2021-12-01 10:30:07+00:00,"['expirment', 'car']",1,6:58,-1,-1,24186,0,hd,True,g84vMiKhpuw,0.0,0.0
challenge adel et sami degustation americaine,,les boys tv2,2021-11-30 13:39:24+00:00,"['expirment', 'car']",1,10:39,-1,-1,45934,0,hd,True,eTHc0mHEz1I,0.0,0.0
challenge adel et sami retire la bonne assiètte,,les boys tv2,2021-11-28 12:58:39+00:00,"['expirment', 'car']",1,17:36,-1,-1,53937,0,hd,True,lafb6mKIMpQ,0.0,0.0
challenge adel et sami cuillère grande vs petite VS small spoon food challenge,,les boys tv2,2021-11-26 10:20:34+00:00,"['expirment', 'car']",1,14:58,-1,-1,77007,0,hd,True,VpNV1OmUu9Y,0.0,0.0
adel sami challenge,,les boys tv2,2021-11-11 12:26:44+00:00,[],1,1:8,-1,-1,24251,0,hd,True,g4Ar2wl3hH8,0.0,0.0
challenge adel et sami essaye de ne pas rire,,les boys tv2,2021-11-10 17:12:57+00:00,[],1,9:39,-1,-1,54047,0,hd,True,RYxJ-oXEi4c,0.0,0.0
challenge adel et sami quiz SPORT,,les boys tv2,2021-11-09 10:45:02+00:00,"['expirment', 'car']",1,12:19,-1,-1,30789,0,hd,True,jOSxBl7mgDw,0.0,0.0
"challenge adel et sami what you draw, I buy it  ce que tu dessines je l'achète",,les boys tv2,2021-11-08 13:15:40+00:00,"['expirment', 'car']",1,30:24,-1,-1,141483,0,hd,True,rOe1fp9hxI4,0.0,0.0
squid game challenge😱-si tu le casses tu es mort,,les boys tv2,2021-11-06 13:00:45+00:00,[],1,12:13,-1,-1,32312,0,hd,True,iRFQmzzFepg,0.0,0.0
challenge adel  et sami réponde le plus vite -ballon sur la tete - balloon on the head,,les boys tv2,2021-11-05 14:48:31+00:00,"['expirment', 'car']",1,9:3,-1,-1,46246,0,hd,True,SDt5IZtPNjU,0.0,0.0
