Title,Description,Channel Title,Publish time,Tags,Category,Duration,Number of comments,Number of likes,Number of views,Number of favorites,Video quality,Licensed,id,trending times,trending for
OUVRIR DES GÉODES AVEC LE GRAND JD !,"6ème épisode des opening de géode, en quête de cristaux stylés ! (pouce en l'air ?)
Tu peux cliquer ici pour t'abonner (love) ▶ http://bit.ly/1LaNlBD

Merci à Julien pour sa participation :) https://www.youtube.com/user/legrandjd

Aide à l'identification : https://twitter.com/MrPourquoi

Mon matos :
Caméra : http://amzn.to/2oBOE9n
Objectif : http://amzn.to/2pbhj2T
Micro : http://amzn.to/2oZYSBg
Le micro cravate qui sauve des vies : http://amzn.to/2oql44s
Eclairage : http://amzn.to/2pbu91k // http://amzn.to/2o86pdp
Trépied : http://amzn.to/2pbiVtl

Facebook : http://on.fb.me/1qEkh9H
Twitter : https://twitter.com/DrNozman
Instagram : https://instagram.com/docnozman/
Snapchat : Drnozman
Le Tipeee : https://www.tipeee.com/dr-nozman

A très bientôt pour la prochaine vidéo !

Merci à tous et à bientôt ! ;)",Dr Nozman,2018-05-01 15:59:20+00:00,"['dr nozman', 'nozman', 'science', 'géode']",28,10:6,5190,94573,1982006,0,hd,True,Pqfs9Ksn4CI,3.0,2 days 00:00:00
DE L'ACIDE SUR UN STEAK ?! Will It Dissolve,"N'oubliez pas le pouce en l'air si vous avez apprécié, merci à tous :)
Tu peux cliquer ici pour t'abonner (love) ▶ http://bit.ly/1LaNlBD

Les frères Poulain
https://www.youtube.com/channel/UCjED9uS41ioeFuPfbR-OBlw

Mon matos :
Caméra : http://amzn.to/2oBOE9n
Objectif : http://amzn.to/2pbhj2T
Micro : http://amzn.to/2oZYSBg
Le micro cravate qui sauve des vies : http://amzn.to/2oql44s Eclairage : http://amzn.to/2pbu91k // http://amzn.to/2o86pdp
Trépied : http://amzn.to/2pbiVtl

Aide à l’écriture/préparation : @Brusicor02

Instagram : https://instagram.com/docnozman/ 
Snapchat : Drnozman
https://www.instagram.com/nozmacro/
Twitter : https://twitter.com/DrNozman
Facebook : http://on.fb.me/1qEkh9H
Compte Tipeee : https://www.tipeee.com/dr-nozman

Merci à tous et à bientôt ! ;)",Dr Nozman,2018-04-27 15:59:27+00:00,"['dr nozman', 'nozman', 'science', 'acide']",28,6:1,8052,110076,2578688,0,hd,True,IawKU9nOwHA,4.0,3 days 00:00:00
TROP SE LAVER PEUT ÊTRE MORTEL ? Vrai ou Faux #69,"Pour le prochain épisode, dis moi un truc vrai ou faux sur ""le poids"" dans les commentaires !
Tu peux cliquer ici pour t'abonner (love) ▶ http://bit.ly/1LaNlBD

Merci à Primum pour la relecture : https://bit.ly/1TWEBpB

Mon matos :
Caméra : http://amzn.to/2oBOE9n
Objectif : http://amzn.to/2pbhj2T
Micro : http://amzn.to/2oZYSBg
Le micro cravate qui sauve des vies : http://amzn.to/2oql44s
Eclairage : http://amzn.to/2pbu91k // http://amzn.to/2o86pdp
Trépied : http://amzn.to/2pbiVtl
 
Twitch : www.twitch.tv/docnozman
Facebook : http://on.fb.me/1qEkh9H
Twitter : https://twitter.com/DrNozman
Instagram : https://instagram.com/docnozman/
Snapchat : Drnozman
Le Tipeee : https://www.tipeee.com/dr-nozman

Aide à l'écriture / Montage : Pikup (sa chaîne)
https://www.youtube.com/channel/UCVCm...


A très bientôt pour la prochaine vidéo !

Merci à tous et à bientôt ! ;)",Dr Nozman,2018-04-20 15:59:21+00:00,"['nozman', 'dr nozman', 'docteur nozman', 'docteur', 'vrai ou faux', 'hygiène']",28,11:31,28895,118371,2641836,0,hd,True,uQv9_nn4BMI,3.0,2 days 00:00:00
J'EN AI ENFIN TROUVÉ UN !,"MICRODEX EP2 ! (pouce en l'air ?)
Tu peux cliquer ici pour t'abonner (love) ▶ http://bit.ly/1LaNlBD

LA CHAINE TWITCH POUR LES LIVES : https://twitch.tv/docnozman/

La carte interactive : https://bit.ly/2H9iacU

Mon matos :
Caméra : http://amzn.to/2oBOE9n
Le microscope : http://bit.ly/2CydRF5
Objectif : http://amzn.to/2pbhj2T
Micro : http://amzn.to/2oZYSBg
Le micro cravate qui sauve des vies : http://amzn.to/2oql44s
Eclairage : http://amzn.to/2pbu91k // http://amzn.to/2o86pdp
Trépied : http://amzn.to/2pbiVtl

Facebook : http://on.fb.me/1qEkh9H
Twitter : https://twitter.com/DrNozman
Instagram : https://instagram.com/docnozman/
Snapchat : Drnozman
Le Tipeee : https://www.tipeee.com/dr-nozman

A très bientôt pour la prochaine vidéo !

Merci à tous et à bientôt ! ;)",Dr Nozman,2018-04-17 16:55:40+00:00,"['dr nozman', 'nozman', 'docteur nozman', 'microdex', 'science']",28,10:4,3238,89656,1617396,0,hd,True,WmYqDI0HF4I,3.0,2 days 00:00:00
SE PERCER LE CRÂNE POUR ÊTRE CRÉATIF ? Vrai ou Faux #68,"Pour le prochain épisode, dis moi un truc vrai ou faux sur ""l'hygiène"" dans les commentaires !
Tu peux cliquer ici pour t'abonner (love) ▶ http://bit.ly/1LaNlBD

Merci à Primum pour la relecture : https://bit.ly/1TWEBpB

Mon matos :
Caméra : http://amzn.to/2oBOE9n
Objectif : http://amzn.to/2pbhj2T
Micro : http://amzn.to/2oZYSBg
Le micro cravate qui sauve des vies : http://amzn.to/2oql44s
Eclairage : http://amzn.to/2pbu91k // http://amzn.to/2o86pdp
Trépied : http://amzn.to/2pbiVtl
 
Twitch : www.twitch.tv/docnozman
Facebook : http://on.fb.me/1qEkh9H
Twitter : https://twitter.com/DrNozman
Instagram : https://instagram.com/docnozman/
Snapchat : Drnozman
Le Tipeee : https://www.tipeee.com/dr-nozman

Aide à l'écriture / Montage : Pikup (sa chaîne)
https://www.youtube.com/channel/UCVCmcQmAvU3qf1aOJ9iE_1g


A très bientôt pour la prochaine vidéo !

Merci à tous et à bientôt ! ;)",Dr Nozman,2018-04-13 16:00:35+00:00,"['dr nozman', 'docteur', 'nozman', 'docteur nozman', 'vrai ou faux', 'chirurgie', 'trépanation']",28,10:9,20463,80151,1564331,0,hd,True,B8kcVRwdCfE,0.0,0.0
CETTE PETITE CAMÉRA EST UN TÉLÉSCOPE !,"Très hâte de vous présenter Saturne !
Tu peux cliquer ici pour t'abonner (love) ▶ http://bit.ly/1LaNlBD

Pour les curieux : https://amzn.to/2v1x4R4

Mon matos :
Caméra : http://amzn.to/2oBOE9n
Objectif : http://amzn.to/2pbhj2T
Micro : http://amzn.to/2oZYSBg
Le micro cravate qui sauve des vies : http://amzn.to/2oql44s
Eclairage : http://amzn.to/2pbu91k // http://amzn.to/2o86pdp
Trépied : http://amzn.to/2pbiVtl
 
Twitch : www.twitch.tv/docnozman
Facebook : http://on.fb.me/1qEkh9H
Twitter : https://twitter.com/DrNozman
Instagram : https://instagram.com/docnozman/
Snapchat : Drnozman
Le Tipeee : https://www.tipeee.com/dr-nozman


A très bientôt pour la prochaine vidéo !

Merci à tous et à bientôt ! ;)",Dr Nozman,2018-04-10 16:12:36+00:00,"['dr nozman', 'nozman', 'space', 'science', 'caméra']",28,5:53,6511,113307,1404167,0,hd,True,eeZoWLJ3xTQ,0.0,0.0
SE CRAQUER LES DOIGTS EST TRÈS DANGEREUX ?! Vrai ou Faux #67,"Pour le prochain épisode, dis moi un truc vrai ou faux sur ""la chirurgie"" dans les commentaires !
Tu peux cliquer ici pour t'abonner (love) ▶ http://bit.ly/1LaNlBD

Mon matos :
Caméra : http://amzn.to/2oBOE9n
Objectif : http://amzn.to/2pbhj2T
Micro : http://amzn.to/2oZYSBg
Le micro cravate qui sauve des vies : http://amzn.to/2oql44s
Eclairage : http://amzn.to/2pbu91k // http://amzn.to/2o86pdp
Trépied : http://amzn.to/2pbiVtl
 
Twitch : www.twitch.tv/docnozman
Facebook : http://on.fb.me/1qEkh9H
Twitter : https://twitter.com/DrNozman
Instagram : https://instagram.com/docnozman/
Snapchat : Drnozman
Le Tipeee : https://www.tipeee.com/dr-nozman

Aide à l'écriture / Montage : Pikup (sa chaîne)
https://www.youtube.com/channel/UCVCmcQmAvU3qf1aOJ9iE_1g


A très bientôt pour la prochaine vidéo !

Merci à tous et à bientôt ! ;)",Dr Nozman,2018-04-06 16:07:40+00:00,"['dr nozman', 'nozman', 'docteur nozman', 'vrai ou faux', 'science', 'os']",28,11:54,22849,176097,3546320,0,hd,True,0_OlKhGCsFA,1.0,0 days 00:00:00
OUVRIR DES GÉODES AVEC SQUEEZIE !,"5ème épisode des opening de géode, en quête de cristaux stylés ! (pouce en l'air ?)
Tu peux cliquer ici pour t'abonner (love) ▶ http://bit.ly/1LaNlBD

Merci à Squeezie pour sa participation :) https://www.youtube.com/user/aMOODIEsqueezie

Aide à l'identification : https://twitter.com/MrPourquoi
https://twitter.com/CamaradeNietram
https://twitter.com/DubrunfautRemi

Mon matos :
Caméra : http://amzn.to/2oBOE9n
Objectif : http://amzn.to/2pbhj2T
Micro : http://amzn.to/2oZYSBg
Le micro cravate qui sauve des vies : http://amzn.to/2oql44s
Eclairage : http://amzn.to/2pbu91k // http://amzn.to/2o86pdp
Trépied : http://amzn.to/2pbiVtl

Facebook : http://on.fb.me/1qEkh9H
Twitter : https://twitter.com/DrNozman
Instagram : https://instagram.com/docnozman/
Snapchat : Drnozman
Le Tipeee : https://www.tipeee.com/dr-nozman

A très bientôt pour la prochaine vidéo !

Merci à tous et à bientôt ! ;)",Dr Nozman,2018-04-03 15:59:05+00:00,"['dr nozman', 'nozman', 'docteur nozman', 'géode', 'science']",28,,8361,276066,7217678,0,hd,True,Vdo1yz6Y8Qc,3.0,2 days 00:00:00
LA TERRE EST TOTALEMENT CREUSE ?! Vrai ou Faux #66,"Pour le prochain épisode, dis moi un truc vrai ou faux sur ""le squelette"" dans les commentaires !
Tu peux cliquer ici pour t'abonner (love) ▶ http://bit.ly/1LaNlBD

Merci à National Geographic pour la collaboration, si vous voulez en savoir plus, go regarder ""One Strange Rock"" !
La chaîne : https://www.youtube.com/user/NatGeoTVFrance

Mon matos :
Caméra : http://amzn.to/2oBOE9n
Objectif : http://amzn.to/2pbhj2T
Micro : http://amzn.to/2oZYSBg
Le micro cravate qui sauve des vies : http://amzn.to/2oql44s
Eclairage : http://amzn.to/2pbu91k // http://amzn.to/2o86pdp
Trépied : http://amzn.to/2pbiVtl

Twitch : www.twitch.tv/docnozman
Facebook : http://on.fb.me/1qEkh9H
Twitter : https://twitter.com/DrNozman
Instagram : https://instagram.com/docnozman/
Snapchat : Drnozman
Le Tipeee : https://www.tipeee.com/dr-nozman

Aide à l'écriture / Montage : Pikup (sa chaîne)
https://www.youtube.com/channel/UCVCmcQmAvU3qf1aOJ9iE_1g


A très bientôt pour la prochaine vidéo !

Merci à tous et à bientôt ! ;)",Dr Nozman,2018-03-30 16:24:54+00:00,"['dr nozman', 'nozman', 'docteur nozman', 'vrai ou faux', 'science']",28,10:31,18013,84855,2358952,0,hd,True,WGFMEODGWrY,4.0,3 days 00:00:00
ON UTILISE QUE 10% DE NOTRE CERVEAU ? Vrai ou Faux #65,"Pour le prochain épisode, dis moi un truc vrai ou faux sur ""la Terre creuse"" dans les commentaires !
Tu peux cliquer ici pour t'abonner (love) ▶ http://bit.ly/1LaNlBD

Merci Christophe Rodo et Primum Non Nocere pour la relecture
https://soundcloud.com/latetedanslecerveau
https://bit.ly/1TWEBpB

Mon matos :
Caméra : http://amzn.to/2oBOE9n
Objectif : http://amzn.to/2pbhj2T
Micro : http://amzn.to/2oZYSBg
Le micro cravate qui sauve des vies : http://amzn.to/2oql44s
Eclairage : http://amzn.to/2pbu91k // http://amzn.to/2o86pdp
Trépied : http://amzn.to/2pbiVtl

Twitch : www.twitch.tv/docnozman
Facebook : http://on.fb.me/1qEkh9H
Twitter : https://twitter.com/DrNozman
Instagram : https://instagram.com/docnozman/
Snapchat : Drnozman
Le Tipeee : https://www.tipeee.com/dr-nozman

Aide à l'écriture / Montage : Pikup (sa chaîne)
https://www.youtube.com/channel/UCVCmcQmAvU3qf1aOJ9iE_1g


A très bientôt pour la prochaine vidéo !

Merci à tous et à bientôt ! ;)",Dr Nozman,2018-03-23 16:59:03+00:00,"['dr nozman', 'nozman', 'docteur nozman', 'vrai ou faux', 'cerveau']",28,13:29,12479,91647,1719675,0,hd,True,0J4juREdfF4,0.0,0.0
CE QUE JE VAIS VOUS MONTRER EST FOU !,"Chaîne Twitch : https://twitch.tv/docnozman/ 
MERCREDI (demain) live à 18h avec un endoscope à gagner !

N'oubliez pas le pouce en l'air si vous avez apprécié, merci à tous :)
Tu peux cliquer ici pour t'abonner (love) ▶ http://bit.ly/1LaNlBD

Le lien de l'endoscope : http://amzn.to/2HLm63B 

Mon matos :
Caméra : http://amzn.to/2oBOE9n
Objectif : http://amzn.to/2pbhj2T
Micro : http://amzn.to/2oZYSBg
Le micro cravate qui sauve des vies : http://amzn.to/2oql44s Eclairage : http://amzn.to/2pbu91k // http://amzn.to/2o86pdp Trépied : http://amzn.to/2pbiVtl

La musique : Night Music - Kevin MacLeod

Snapchat : Drnozman
Instagram : https://instagram.com/docnozman/ https://www.instagram.com/nozmacro/
Twitter : https://twitter.com/DrNozman
Facebook : http://on.fb.me/1qEkh9H
Compte Tipeee : https://www.tipeee.com/dr-nozman

Merci à tous et à bientôt ! ;)",Dr Nozman,2018-03-20 16:59:06+00:00,"['dr nozman', 'nozman', 'docteur nozman', 'endoscope', 'science']",28,5:2,4007,133383,2453742,0,hd,True,OtBYXxnJvEQ,3.0,2 days 00:00:00
AVOIR DES SENS SURDÉVELOPPÉS ? Vrai ou Faux #64,"Pour le prochain épisode, dis moi un truc vrai ou faux sur ""le cerveau"" dans les commentaires !
Tu peux cliquer ici pour t'abonner (love) ▶ http://bit.ly/1LaNlBD

Mon matos :
Caméra : http://amzn.to/2oBOE9n
Objectif : http://amzn.to/2pbhj2T
Micro : http://amzn.to/2oZYSBg
Le micro cravate qui sauve des vies : http://amzn.to/2oql44s
Eclairage : http://amzn.to/2pbu91k // http://amzn.to/2o86pdp
Trépied : http://amzn.to/2pbiVtl

Twitch : www.twitch.tv/docnozman
Facebook : http://on.fb.me/1qEkh9H
Twitter : https://twitter.com/DrNozman
Instagram : https://instagram.com/docnozman/
Snapchat : Drnozman
Le Tipeee : https://www.tipeee.com/dr-nozman

Aide à l'écriture / Montage : Pikup (sa chaîne)
https://www.youtube.com/channel/UCVCmcQmAvU3qf1aOJ9iE_1g


A très bientôt pour la prochaine vidéo !

Merci à tous et à bientôt ! ;)",Dr Nozman,2018-03-13 17:14:15+00:00,"['dr nozman', 'docteur nozman', 'nozman', 'vrai ou faux', 'sens', 'science']",28,10:33,20183,101530,2188688,0,hd,True,VXDqC-x2uto,0.0,0.0
"L’OBJET SATISFAISANT ULTIME, LE VORTECON !","N'oubliez pas le pouce en l'air si vous avez apprécié, merci à tous :)
Tu peux cliquer ici pour t'abonner (love) ▶ http://bit.ly/1LaNlBD

Vortecon : http://kck.st/2FqWDyZ 

Mon matos :
Caméra : http://amzn.to/2oBOE9n
Objectif : http://amzn.to/2pbhj2T
Micro : http://amzn.to/2oZYSBg
Le micro cravate qui sauve des vies : http://amzn.to/2oql44s Eclairage : http://amzn.to/2pbu91k // http://amzn.to/2o86pdp Trépied : http://amzn.to/2pbiVtl

La musique : Night Music - Kevin MacLeod

Aide à l'écriture : Pikup (sa chaîne)
https://www.youtube.com/channel/UCVCmcQmAvU3qf1aOJ9iE_1g

Snapchat : Drnozman
Instagram : https://instagram.com/docnozman/ https://www.instagram.com/nozmacro/
Twitter : https://twitter.com/DrNozman
Facebook : http://on.fb.me/1qEkh9H
Compte Tipeee : https://www.tipeee.com/dr-nozman

Merci à tous et à bientôt ! ;)",Dr Nozman,2018-03-06 16:59:02+00:00,"['dr nozman', 'nozman', 'docteur nozman', 'objet', 'satisfaisant', 'vortecon', 'science']",28,5:42,3379,87272,1832673,0,hd,True,yvawgYe1hkk,3.0,2 days 00:00:00
