Title,Description,Channel Title,Publish time,Tags,Category,Duration,Number of comments,Number of likes,Number of views,Number of favorites,Video quality,Licensed,id,trending times,trending for
JE SERAI AU TOURNOI À 3 MILLIONS DE DOLLARS SUR FORTNITE !,"Nouvelle vidéo ! Je serai à l'E3 avec Demetrious Johnson champion du monde d'UFC ! 
🍴 Rejoins la TeamFitness et utilise le code GOTAGA pour -15% sur https://gotaga.tv/feed
🎥 Je stream et record mes gameplays avec l'HD60 Pro d'Elgato disponible sur http://e.lga.to/Gotaga
🎮 Je joue sur console avec une manette SCUF ! Tu peux bénéficier de -5% avec le code GOTAGA sur https://gotaga.tv/SCUF 

--------------------------------------------

► Site Web : http://www.gotaga.tv
► Chaine Secondaire : http://www.youtube.com/mYGotaga
► Stream : http://www.twitch.tv/Gotaga
► Twitter : http://www.twitter.com/Gotaga
► Facebook : http://www.facebook.com/Gotag4
► Instagram : http://www.instagram.com/iMGotaga
► Snapchat : agatoG

--------------------------------------------

💥 Télécharge l'extension (Chrome & Firefox), tu seras informé de la sortie de chaque vidéo sur la chaîne principale et secondaire ainsi que de mes lives :  https://gotaga.tv/extension/",GOTAGA,2018-05-24 20:08:33+00:00,"['FR', 'gotaga', 'gotag4', 'the french monster', 'vitality', 'mygotaga', 'fortnite', 'fortnite battle royale', 'e3', 'ufc']",20,16:46,3309,59837,1143634,0,hd,True,D6acugjq37w,0.0,0.0
ON CLUTCH AVEC LE NOUVEAU JETPACK SUR FORTNITE !! (ft. Mickalow),"En duo vs squad avec Mickalow je teste le nouveau JETPACK sur FORTNITE et c'est MEGA FORT !!!
🍴 Rejoins la TeamFitness et utilise le code GOTAGA pour -15% sur https://gotaga.tv/feed
🎥 Je stream et record mes gameplays avec l'HD60 Pro d'Elgato disponible sur http://e.lga.to/Gotaga
🎮 Je joue sur console avec une manette SCUF ! Tu peux bénéficier de -5% avec le code GOTAGA sur https://gotaga.tv/SCUF 

--------------------------------------------

► Site Web : http://www.gotaga.tv
► Chaine Secondaire : http://www.youtube.com/mYGotaga
► Stream : http://www.twitch.tv/Gotaga
► Twitter : http://www.twitter.com/Gotaga
► Facebook : http://www.facebook.com/Gotag4
► Instagram : http://www.instagram.com/iMGotaga
► Snapchat : agatoG

--------------------------------------------

💥 Télécharge l'extension (Chrome & Firefox), tu seras informé de la sortie de chaque vidéo sur la chaîne principale et secondaire ainsi que de mes lives :  https://gotaga.tv/extension/",GOTAGA,2018-05-23 19:15:46+00:00,"['FR', 'gotaga', 'gotag4', 'the french monster', 'vitality', 'mygotaga', 'fortnite', 'fortnite battle royale', 'jetpack', 'mickalow', 'twitch']",20,12:50,1096,33991,744826,0,hd,True,H9FmxRdQMPA,0.0,0.0
APPARITION DES NOUVEAUX DÉFIS ! ► ROYAL RUMBLE #4,"Le Royal Rumble #4 ! Avec de nouveaux défis encore à améliorer mais qui laisse déjà un goût amer  à certains ! 
🍴 Rejoins la TeamFitness et utilise le code GOTAGA pour -15% sur https://gotaga.tv/feed
🎥 Je stream et record mes gameplays avec l'HD60 Pro d'Elgato disponible sur http://e.lga.to/Gotaga
🎮 Je joue sur console avec une manette SCUF ! Tu peux bénéficier de -5% avec le code GOTAGA sur https://gotaga.tv/SCUF 

--------------------------------------------

► Site Web : http://www.gotaga.tv
► Chaine Secondaire : http://www.youtube.com/mYGotaga
► Stream : http://www.twitch.tv/Gotaga
► Twitter : http://www.twitter.com/Gotaga
► Facebook : http://www.facebook.com/Gotag4
► Instagram : http://www.instagram.com/iMGotaga
► Snapchat : agatoG

--------------------------------------------

💥 Télécharge l'extension (Chrome & Firefox), tu seras informé de la sortie de chaque vidéo sur la chaîne principale et secondaire ainsi que de mes lives :  https://gotaga.tv/extension/",GOTAGA,2018-05-22 16:00:03+00:00,"['FR', 'gotaga', 'gotag4', 'the french monster', 'vitality', 'mygotaga', 'fortnite', 'fortnite battle royal', 'mickalow', 'prime', 'twitch', 'royal rumble']",20,36:39,1917,49295,1555882,0,hd,True,oQ7H2a75IWY,0.0,0.0
UNE SQUAD E-SPORT POUR L’ÉGALITÉ ! ► MASTERKILL #13,"Avec Zack Nani & Bruce Grannec peut être un masterkill qui restera dans les mémoires !
🍴 Rejoins la TeamFitness et utilise le code GOTAGA pour -15% sur https://gotaga.tv/feed
🎥 Je stream et record mes gameplays avec l'HD60 Pro d'Elgato disponible sur http://e.lga.to/Gotaga
🎮 Je joue sur console avec une manette SCUF ! Tu peux bénéficier de -5% avec le code GOTAGA sur https://gotaga.tv/SCUF 

--------------------------------------------

► Site Web : http://www.gotaga.tv
► Chaine Secondaire : http://www.youtube.com/mYGotaga
► Stream : http://www.twitch.tv/Gotaga
► Twitter : http://www.twitter.com/Gotaga
► Facebook : http://www.facebook.com/Gotag4
► Instagram : http://www.instagram.com/iMGotaga
► Snapchat : agatoG

--------------------------------------------

💥 Télécharge l'extension (Chrome & Firefox), tu seras informé de la sortie de chaque vidéo sur la chaîne principale et secondaire ainsi que de mes lives :  https://gotaga.tv/extension/",GOTAGA,2018-05-20 15:06:56+00:00,"['FR', 'gotaga', 'gotag4', 'the french monster', 'vitality', 'mygotaga', 'fortnite', 'fortnite battle royale', 'bruce grannec', 'zack nani', 'doigby', 'masterkill']",20,32:56,1019,32807,958447,0,hd,True,_ay-XaaGI1Q,0.0,0.0
NOUVEAU MODE COMPÉTITIF SUR FORTNITE : SOLO SHOWDOWN !!!,"Nouveau mode temporaire : place au tryhard et aux Top1. Si tu veux suivre mon évolution dans les 50 games : https://goo.gl/6RhNVu
🍴 Rejoins la TeamFitness et utilise le code GOTAGA pour -15% sur https://gotaga.tv/feed
🎥 Je stream et record mes gameplays avec l'HD60 Pro d'Elgato disponible sur http://e.lga.to/Gotaga
🎮 Je joue sur console avec une manette SCUF ! Tu peux bénéficier de -5% avec le code GOTAGA sur https://gotaga.tv/SCUF 

--------------------------------------------

► Site Web : http://www.gotaga.tv
► Chaine Secondaire : http://www.youtube.com/mYGotaga
► Stream : http://www.twitch.tv/Gotaga
► Twitter : http://www.twitter.com/Gotaga
► Facebook : http://www.facebook.com/Gotag4
► Instagram : http://www.instagram.com/iMGotaga
► Snapchat : agatoG

--------------------------------------------

💥 Télécharge l'extension (Chrome & Firefox), tu seras informé de la sortie de chaque vidéo sur la chaîne principale et secondaire ainsi que de mes lives :  https://gotaga.tv/extension/",GOTAGA,2018-05-19 12:42:09+00:00,"['FR', 'gotaga', 'gotag4', 'the french monster', 'vitality', 'mygotaga', 'fortnite', 'fortnite battle royale', 'compétition', 'compet', 'tournoi', 'top1']",20,12:42,2220,60156,1428761,0,hd,True,KctJxx6S1z8,0.0,0.0
SI PROCHE DE MON RECORD DE KILLS !!! (+30 Kills),"Une solo vs squad. Enfin THE game ! Je suis tellement proche de battre mon record de Kills...

🍴 Rejoins la TeamFitness et utilise le code GOTAGA pour -15% sur https://gotaga.tv/feed
🎥 Je stream et record mes gameplays avec l'HD60 Pro d'Elgato disponible sur http://e.lga.to/Gotaga
🎮 Je joue sur console avec une manette SCUF ! Tu peux bénéficier de -5% avec le code GOTAGA sur https://gotaga.tv/SCUF 

--------------------------------------------

► Site Web : http://www.gotaga.tv
► Chaine Secondaire : http://www.youtube.com/mYGotaga
► Stream : http://www.twitch.tv/Gotaga
► Twitter : http://www.twitter.com/Gotaga
► Facebook : http://www.facebook.com/Gotag4
► Instagram : http://www.instagram.com/iMGotaga
► Snapchat : agatoG

--------------------------------------------

💥 Télécharge l'extension (Chrome & Firefox), tu seras informé de la sortie de chaque vidéo sur la chaîne principale et secondaire ainsi que de mes lives :  https://gotaga.tv/extension/",GOTAGA,2018-05-18 14:20:18+00:00,"['FR', 'gotaga', 'gotag4', 'the french monster', 'vitality', 'mygotaga', 'fortnite', 'fortnite battle royale', 'record', '31kills', 'twitch']",20,12:30,1282,45751,1521542,0,hd,True,OIi-UQf2NB4,0.0,0.0
NOUVEAU PATCH FORTNITE ► LE FAMAS EST MEILLEUR QUE LA SCAR ?,"Nouveau patch ! Nouvelle arme sur FORTNITE. modification sur le C4, le piège et la smg silencieuse. Je teste aussi le nouveau FAMAS.
🍴 Rejoins la TeamFitness et utilise le code GOTAGA pour -15% sur https://gotaga.tv/feed
🎥 Je stream et record mes gameplays avec l'HD60 Pro d'Elgato disponible sur http://e.lga.to/Gotaga
🎮 Je joue sur console avec une manette SCUF ! Tu peux bénéficier de -5% avec le code GOTAGA sur https://gotaga.tv/SCUF 

--------------------------------------------

► Site Web : http://www.gotaga.tv
► Chaine Secondaire : http://www.youtube.com/mYGotaga
► Stream : http://www.twitch.tv/Gotaga
► Twitter : http://www.twitter.com/Gotaga
► Facebook : http://www.facebook.com/Gotag4
► Instagram : http://www.instagram.com/iMGotaga
► Snapchat : agatoG

--------------------------------------------

💥 Télécharge l'extension (Chrome & Firefox), tu seras informé de la sortie de chaque vidéo sur la chaîne principale et secondaire ainsi que de mes lives :  https://gotaga.tv/extension/",GOTAGA,2018-05-17 15:30:45+00:00,"['FR', 'gotaga', 'gotag4', 'the french monster', 'vitality', 'mygotaga', 'fortnite', 'fortnite battle royale', 'famas', 'patch', 'scar']",20,24:7,2945,73712,2456807,0,hd,True,SS8VQTtbRpw,0.0,0.0
LES JOUEURS PROS S'AFFRONTENT ! ► ROYAL RUMBLE #3,"Certains des meilleurs joueurs FR sur FORTNITE pour un seul objectif : repartir champion du Royal Rumble ! 

🍴 Rejoins la #TeamFitness et utilise le code GOTAGA pour -15% sur https://gotaga.tv/feed
🎥 Je stream et record mes gameplays avec l'HD60 Pro d'Elgato disponible sur http://e.lga.to/Gotaga
🎮 Je joue sur console avec une manette SCUF ! Tu peux bénéficier de -5% avec le code GOTAGA sur https://gotaga.tv/SCUF 

--------------------------------------------

► Site Web : http://www.gotaga.tv
► Chaine Secondaire : http://www.youtube.com/mYGotaga
► Stream : http://www.twitch.tv/Gotaga
► Twitter : http://www.twitter.com/Gotaga
► Facebook : http://www.facebook.com/Gotag4
► Instagram : http://www.instagram.com/iMGotaga
► Snapchat : agatoG

--------------------------------------------

💥 Télécharge l'extension (Chrome & Firefox), tu seras informé de la sortie de chaque vidéo sur la chaîne principale et secondaire ainsi que de mes lives :  https://gotaga.tv/extension/",GOTAGA,2018-05-16 15:10:38+00:00,"['FR', 'gotaga', 'gotag4', 'the french monster', 'vitality', 'mygotaga', 'fortnite', 'fortnite battle royale', 'royal rumble', 'kinstaar']",20,35:24,1936,55544,1921565,0,hd,True,2Sqj-cUsqhk,0.0,0.0
LA PIRE ARNAQUE DE L' ÉMISSION ► MASTERKILL #12,"Dans ce MasterKill avec Kotei & Kameto.. impossible de gagner une game  même avec des x10 ! Surtout qu'il y en a un qui s'en sort indemne à chaque fois...

🍴 Rejoins la #TeamFitness et utilise le code GOTAGA pour -10% sur https://gotaga.tv/feed
🐧 J'achète mes jeux au meilleur prix sur https://gotaga.tv/k
🎥 Je record mes gameplays avec l'HD60 Pro d'Elgato (http://e.lga.to/Gotaga) 

--------------------------------------------

► Site Web : http://www.gotaga.tv
► Chaine Secondaire : http://www.youtube.com/mYGotaga
► Stream : http://www.twitch.tv/Gotaga
► Twitter : http://www.twitter.com/Gotaga
► Facebook : http://www.facebook.com/Gotag4
► Instagram : http://www.instagram.com/iMGotaga
► Snapchat : agatoG

--------------------------------------------

💥 Nouvelle Extension (Chrome & Firefox), tu seras informé de la sortie de chaque vidéo sur la chaîne principale et secondaire ainsi que de mes lives :  https://gotaga.tv/extension/",GOTAGA,2018-05-14 16:02:38+00:00,"['FR', 'gotaga', 'gotag4', 'the french monster', 'vitality', 'mygotaga', 'fortnite', 'fortnite battle royale', 'kameto', 'kotei', 'doigby', 'masterkill']",20,,1608,38805,1589232,0,hd,True,9DooJGni77Y,0.0,0.0
MES MÉCANIQUES SONT DE RETOUR !! (~30 Kills),"Toujours en solo vs squad pour reprendre du niveau, les mécaniques commencent à revenir !!

🍴 Rejoins la #TeamFitness et utilise le code GOTAGA pour -10% sur https://gotaga.tv/feed
🐧 J'achète mes jeux au meilleur prix sur https://gotaga.tv/k
🎥 Je record mes gameplays avec l'HD60 Pro d'Elgato (http://e.lga.to/Gotaga) 

--------------------------------------------

► Site Web : http://www.gotaga.tv
► Chaine Secondaire : http://www.youtube.com/mYGotaga
► Stream : http://www.twitch.tv/Gotaga
► Twitter : http://www.twitter.com/Gotaga
► Facebook : http://www.facebook.com/Gotag4
► Instagram : http://www.instagram.com/iMGotaga
► Snapchat : agatoG

--------------------------------------------

💥 Nouvelle Extension (Chrome & Firefox), tu seras informé de la sortie de chaque vidéo sur la chaîne principale et secondaire ainsi que de mes lives :  https://gotaga.tv/extension/",GOTAGA,2018-05-13 15:30:50+00:00,"['FR', 'gotaga', 'gotag4', 'the french monster', 'vitality', 'mygotaga', 'fortnite', 'fortnite battle royale', 'solo vs squad', 'bambi']",20,11:4,1163,40263,919812,0,hd,True,cFT7TLS7MdQ,0.0,0.0
ON REPREND LA SOLO VS SQUAD SUR FORTNITE !! (26 Kills),"On reprend la solo vs squad ! Un bon TOP 1 avec 26Kills pour se remettre en confiance ! 

🍴 Rejoins la #TeamFitness et utilise le code GOTAGA pour -10% sur https://gotaga.tv/feed
🐧 J'achète mes jeux au meilleur prix sur https://gotaga.tv/k
🎥 Je record mes gameplays avec l'HD60 Pro d'Elgato (http://e.lga.to/Gotaga) 

--------------------------------------------

► Site Web : http://www.gotaga.tv
► Chaine Secondaire : http://www.youtube.com/mYGotaga
► Stream : http://www.twitch.tv/Gotaga
► Twitter : http://www.twitter.com/Gotaga
► Facebook : http://www.facebook.com/Gotag4
► Instagram : http://www.instagram.com/iMGotaga
► Snapchat : agatoG

--------------------------------------------

💥 Nouvelle Extension (Chrome & Firefox), tu seras informé de la sortie de chaque vidéo sur la chaîne principale et secondaire ainsi que de mes lives :  https://gotaga.tv/extension/",GOTAGA,2018-05-11 18:20:02+00:00,"['FR', 'gotaga', 'gotag4', 'the french monster', 'vitality', 'mygotaga', 'fortnite', 'fortnite battle royale', 'solo vs squad']",20,11:32,1427,41925,970127,0,hd,True,BxUYBiMVu9o,0.0,0.0
