Title,Description,Channel Title,Publish time,Tags,Category,Duration,Number of comments,Number of likes,Number of views,Number of favorites,Video quality,Licensed
"Kendji Girac - ""Dans mes bras"" en duo avec Dadju (Basique, le concert)","Kendji et Dadju interprètent ""Dans mes bras"" lors d'un concert chez Basique.

Réal :  Julien Faustino
©2020 – UNIVERSAL MUSIC FRANCE Division Off Productions - MORGANE

 
 
Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube",Kendji Girac,2021-09-09T11:00:29Z,"['kendji', 'kendji girac', 'dans mes bras', 'kendji dans mes bras', 'kendji girac dans mes bras', 'kendji dadju', 'dadju dans mes bras', 'kendji dadju dans mes bras', 'dans mes bras basique', 'dans mes bras concert', 'concert basique kendji', 'kendji dadju concert', 'kendji dadju basique', 'kendji basique concert dans mes bras', 'dans mes bras kendji et dadju', 'kendji et dadju', 'kendji er dadju', 'dans mes bras live', 'kendji live dans mes bras', 'kendji dadju live', 'dadju live avec kendji', 'kendji et dajdu']",10,3:15,598,8472,420199,0,hd,False
Kendji Girac - Conquistador (Session Acoustique),"Kendji reprend ""Conquistador"" à la guitare 🎶

""Mi Vida"" : https://kendji.lnk.to/MiVidaNEditionID
 
Kendji en tournée en 2021-2022
Réservez vos places : https://kendji.lnk.to/Tour2021ID
 
Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube",Kendji Girac,2021-08-19T14:00:07Z,"['kendji', 'kendji girac', 'conquistador', 'kendji conquistador', 'kendji girac conquistador', 'kendji conquistador acoustique', 'kendji girac acoustique', 'kendji guitare', 'kendji conquistador guiatre', 'kendji conquistador guitare', 'kendji girac conquistador acoustqiue', 'kendji girac conquistador acoustique', 'conquistador acoustique', 'conquistador version acoustique', 'kendji conquistador version acoustique', 'conquistador acoustic']",10,1:31,353,3073,140010,0,hd,False
Kendji Girac - Un Amor (Cover Gipsy Kings),"Kendji reprend ""Un Amor"" de Gipsy Kings ! 

""Mi Vida"" : https://kendji.lnk.to/MiVidaNEditionID
 
Kendji en tournée en 2021-2022
Réservez vos places : https://kendji.lnk.to/Tour2021ID
 
Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube",Kendji Girac,2021-08-09T14:00:22Z,"['kenjdi', 'kendji', 'kendji girac', 'kendji cover', 'kendji girac cover', 'cover kendji', 'kendji un amor', 'kendji mi amor', 'kendji girac un amor', 'kendji girac mi amor', 'mi amor kendji', 'mi amor kendji girac', 'Kendji cover mi amor', 'kendji cover un amor', 'gipsy king cover', 'gipsy king cover un amor', 'gipsy king cover mi amor', 'kendji gipsy king', 'kendji girac gipsy king', 'gipsy king cover kendji', 'kendji cover guitare', 'cover guitare gipsy kings', 'gipsy kings', 'gipsy kings un amor', 'gipsy kings mi amor']",10,2:29,456,4849,255400,0,hd,False
Kendji Girac - Conmigo - Version Karaoké,"Chante comme Kendji et assiste à une émission avec lui chez NRJ !

Extrait de l'album ""Kendji"" : https://kendji.lnk.to/KendjiAlbumID 

Kendji en tournée en 2021
Réservez vos places : https://kendji.lnk.to/Tour2021ID
 
Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube
 
#Kendji #KendjiKaraoké",Kendji Girac,2021-08-05T06:00:13Z,[],10,3:4,184,2471,106995,0,hd,False
Kendji Girac - Pour Oublier - Version Karaoké,"Chante comme Kendji et assiste à une émission avec lui chez NRJ !

Extrait de l'album ""Amigo"" : https://kendji.lnk.to/AmigoID

Kendji en tournée en 2021
Réservez vos places : https://kendji.lnk.to/Tour2021ID
 
Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube
 
#Kendji #KendjiKaraoké",Kendji Girac,2021-07-29T08:00:13Z,"['kendji', 'kendji girac', 'kendji karaoke', 'kendji lyrics', 'kendji nrj', 'kendji girac laraoke', 'kendji girac karaoké', 'karaoke kendji nrj', 'nrj karaoke kendji girac', 'karaoke nrj', 'kendji pour oublier', 'pour oublier karaoke', 'pour oublier lyrics', 'kendji girac pour oublier', 'pour oublier karaoke nrj', 'pour oublier nrj']",10,3:33,154,2284,122257,0,hd,False
Kendji Girac - Andalouse - Version Karaoké,"Chante comme Kendji et assiste à une émission avec lui chez NRJ !

Extrait de l'album ""Kendji"" : https://kendji.lnk.to/KendjiAlbumID 

Kendji en tournée en 2021
Réservez vos places : https://kendji.lnk.to/Tour2021ID
 
Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube
 
#Kendji #KendjiKaraoké",Kendji Girac,2021-07-29T08:00:12Z,"['kendji', 'kendji girac', 'kendji karaoké', 'kendji karaoke', 'karaoke kendji', 'karaoke kendji girac', 'kendji nrj', 'kendji andalouse', 'andalouse', 'andalouse kendji', 'kendji girac andalouse', 'andalouse karaoké', 'kendji lyrics', 'lyrics andalouse', 'lyrics andalouse kendji']",10,2:50,145,1687,76306,0,hd,False
Kendji Girac - No Me Mirès Màs - Version Karaoké,"Chante comme Kendji et assiste à une émission avec lui chez NRJ !

Extrait de l'album ""Ensemble"" : https://kendji.lnk.to/EnsembleID   

Kendji en tournée en 2021
Réservez vos places : https://kendji.lnk.to/Tour2021ID
 
Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube
 
#Kendji #KendjiKaraoké",Kendji Girac,2021-07-29T08:00:08Z,"['kendji', 'kendji girac', 'kendji no me mires mas', 'kendji girac no me mires mas', 'kendji karaoke', 'kendji lyrics video', 'kendji girac karaoke', 'no me mires mas karaoké', 'kendji nrj', 'kendji girac nrj', 'kendji karaoke nrj', 'kendji no me mires mas karaoke', 'kendji karaoke version', 'kendji girac karaoke version', 'kendji chansons karaoke', 'kendji girac chansons karaoke', 'kendji karoake', 'kendji no me miras mas']",10,4:12,147,1908,157663,0,hd,False
Kendji Girac - Les Yeux De La Mama - Version Karaoké,"Chante comme Kendji et assiste à une émission avec lui chez NRJ !

Extrait de l'album ""Ensemble"" : https://kendji.lnk.to/EnsembleID   

Kendji en tournée en 2021
Réservez vos places : https://kendji.lnk.to/Tour2021ID
 
Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube
 
#Kendji #KendjiKaraoké",Kendji Girac,2021-07-21T10:00:22Z,"['kendji', 'kendji girac', 'les yeux de la mama', 'kendji karaoke', 'kendji lyrics', 'kendji nrj', 'kendji les yeux de la mama']",10,3:19,147,1657,75243,0,hd,False
Kendji Girac - Color Gitano - Version Karaoké,"Chante comme Kendji et assiste à une émission avec lui chez NRJ !

Extrait de l'album ""Kendji"" : https://kendji.lnk.to/KendjiAlbumID 

Kendji en tournée en 2021
Réservez vos places : https://kendji.lnk.to/Tour2021ID​
 
Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube
 
#Kendji #KendjiKaraoké",Kendji Girac,2021-07-21T10:00:16Z,[],10,3:30,130,1410,56544,0,hd,False
Kendji Girac - Cool - Version Karaoké,"Chante comme Kendji et assiste à une émission avec lui chez NRJ !

Extrait de l'album ""Kendji"" : https://kendji.lnk.to/KendjiAlbumID 

Kendji en tournée en 2021
Réservez vos places : https://kendji.lnk.to/Tour2021ID
 
Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube
 
#Kendji #KendjiKaraoké",Kendji Girac,2021-07-21T10:00:07Z,"['kendji', 'kendji girac', 'karaoké', 'kendji karaoké', 'kendji girac karaoké', 'kendji cool', 'cool kendji', 'cool kendji lyrics', 'cool kendji girac lyrics', 'cool lyrics', 'kendji nrj']",10,3:18,100,1225,42958,0,hd,False
Kendji Girac - Tiago - Version Karaoké,"Chante comme Kendji et assiste à une émission avec lui chez NRJ !

Extrait de l'album ""Amigo"" : https://kendji.lnk.to/AmigoID

Kendji en tournée en 2021
Réservez vos places : https://kendji.lnk.to/Tour2021ID
 
Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube
 
#Kendji #KendjiKaraoké",Kendji Girac,2021-07-21T10:00:01Z,"['kendji', 'kendji girac', 'tiago', 'amigo', 'kendji tiago', 'kendji amigo', 'kendji karaoke', 'kendji nrj', 'kendji girac tiago', 'kendji girac amigo', 'kendji album', 'kendji lyrics', 'kendji NRJ', 'tiago amigo']",10,2:56,94,1335,47537,0,hd,False
"Kendji Girac, Soolking, Naps - Bebeto (remix) ft Soprano","Découvrez le remix de ""Bebeto"" avec Soolking, Soprano et Naps. 

Extrait de l'album ""Mi Vida"" : https://kendji.lnk.to/MiVidaNEditionID

Kendji en tournée en 2021
Réservez vos places : https://kendji.lnk.to/Tour2021ID​
 
Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube 
 
#Kendji #Soolking #Soprano #Naps #Bebeto #BebetoChallenge",Kendji Girac,2021-07-16T04:00:06Z,"['kendji', 'kendji bebeto', 'bebeto', 'soprano', 'naps', 'soolking', 'kendji soolking', 'kendji naps', 'kendji soprano', 'kendji feat', 'kendji featuring', 'bebeto naps', 'bebeto soprano', 'bebeto soolking', 'soolking naps kendji soprano', 'kendji feat soprano', 'kendji feat naps', 'kendji feat soolking', 'kendji ft naps', 'kendji ft soprano', 'kendji ft soolking', 'feat kendji', 'ft kendji', 'bebeto remix', 'kendji bebeto remix', 'bebeto kendji remix']",10,3:58,724,18646,3339345,0,hd,False
Kendji Girac - Bebeto (version LEGO® VIDIYO™),"LEGO® VIDIYO™ présente la nouvelle version du clip de la chanson Bebeto de Kendji Girac.
 
Téléchargez l'application LEGO® VIDIYO™ dès aujourd'hui : https://www.lego.com/fr-fr/service/device-guide/lego-vidiyo/
 
Crédits
Fernando Nasuti-Wood, Senior Marketing Director, The LEGO Group
Hélène Giroux, Senior Brand Marketing Manager, The LEGO Group
Ana Toyas Villar, Brand Marketing Manager, The LEGO Group
Pierre Eymard, Associate Brand Marketing Manager, The LEGO Group
 
MUTT Agency - Creation and integration for The LEGO Group

Écouter Bebeto : https://kendji.lnk.to/BebetoID
Écouter le remix de Bebeto avec Soolking, Soprano et Naps : https://kendji.lnk.to/BebetoRemixID
Extraits de la nouvelle édition de l'album ""Mi Vida"" : https://kendji.lnk.to/MiVidaNEditionID 

Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji/
Facebook : https://www.facebook.com/kendjioff/
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube?sub_confirmation=1

#LEGOVIDIYO #LEGO #VIDIYO",Kendji Girac,2021-06-25T12:03:30Z,"['kendji', 'kendji girac', 'kendji lego', 'lego', 'lego kendji', 'kendji girac lego', 'lego kendji girac', 'kengi lego', 'kenji lego']",10,3:28,390,4484,461034,0,hd,False
Kendji Girac chante par surprise sur un balcon parisien | Deezer Session,"Pour fêter l'été et célébrer la musique tous ensemble, Deezer invite Kendji Girac à se produire depuis un balcon parisien pour un concert surprise. Que c'est bon de se retrouver ! 
 
00:00 - 02:12 Kendji Girac - Habibi : https://kendji.lnk.to/HabibiID 
02:13 - 05:31 Kendji Girac - Evidemment : https://kendji.lnk.to/EvidemmentID 
05:32 - 07:56 Kendji Girac - Bebeto : https://kendji.lnk.to/BebetoID
 
Retrouvez cette Deezer Session en exclusivité sur Deezer 
 
Crédits :
Producteur Deezer : Antoine Carbonnaux | Artiste relations : Fabienne Realan, Emile Deutsch | Production exécutive Milgram : Clément Mathon, Eliza George, Hind Harfaoui | Réalisateur : Aurélien Ferré | Images : Marie-Laure Blancho, Roland Taft, Zoltan Hauville | Son : Romain Grenier, Alban Lejeune | Régie : Mathilde Mési, Mathilde Espagnol | Chargé de post production : Gaël Descognets | Chef Monteur & Etalonnage : Eric Dracault | Mix : Romain Grenier | Remerciements : Thibaut Chassery, Emilie Butel, Alban Travia, Virginia Persol

Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji/
Facebook : https://www.facebook.com/kendjioff/
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube?sub_confirmation=1",Kendji Girac,2021-06-21T08:02:19Z,"['kendji girac', 'kendji', 'bebeto', 'habibi', 'dernier métro', 'dernier metro', 'deezer', 'kendji deezer', 'kendji deezer sessions', 'deezer sessions kendji girac', 'deezer sessions kendji', 'évidemment', 'kendji evidemment', 'kendji bebeto', 'deezer session', 'balcon', 'fête de la musique', 'fete de la musique', 'concert', 'concert surprise', 'live', 'concert live', 'kendji live', 'kendji concert', 'kendji concert live', 'paris', 'kendji paris', 'terrasse', 'terrasse paris', 'hotel', 'hotel paris', 'paris kendji']",10,7:57,1071,10392,1204000,0,hd,False
24h avec Kendji Girac (Épisode 2),"24h avec Kendji Girac (Épisode 2)

Réalisation : Rubens Hazon

""Mi Vida"" : https://kendji.lnk.to/MiVidaNEditionID
 
Kendji en tournée en 2021-2022
Réservez vos places : https://kendji.lnk.to/Tour2021ID
 
Suivez Kendji sur les réseaux :
Instagram : https://www.instagram.com/kendji
Facebook : https://www.facebook.com/kendjioff
Twitter : https://twitter.com/GIRACKENDJI
Youtube : https://kendji.lnk.to/Youtube",Kendji Girac,2021-06-18T10:00:31Z,"['kendji girac', 'kendji', 'kendji the voice', 'kendji voice', 'kendji soolking', 'kendji soulking', 'kendji soulkin', 'kendji mi vida', 'kendji tournee', 'the voice', 'kenji', '24h avec kendji', '24 heure avec kendji', '24 heures avec kendji', 'kendji 24h', 'kendji video', 'kendji videos', 'videos kendji', 'kendji nikos', 'kendji louane', 'kendji youtube', 'kendji girac youtube']",10,5:12,237,2487,72659,0,hd,False
