Title,Description,Channel Title,Publish time,Tags,Category,Duration,Number of comments,Number of likes,Number of views,Number of favorites,Video quality,Licensed
JOUONS À UN JEU FRANÇAIS ! - Dishonored 2,"Merci la France pour vos jeux, on attendait celui-là depuis un moment !
Merci à Bethesda d'avoir sponsorisé cette vidéo.
On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-11-25T17:57:56Z,"['cypriengaming', 'cyprien gaming', 'cyprien', 'gameplay', 'squeezie', 'dishonored', 'dishonored 2', 'jouons a un jeu francais']",20,8:18,1339,50993,2131778,0,hd,True
Le QUIZ DRAGON BALL !,"Un énorme merci aux participants (cliquez sur leurs chaînes !) :
Luccasstv - https://www.youtube.com/user/luccassTV
Chef Otaku - https://www.youtube.com/user/LeChefOtaku
Waxx - https://www.youtube.com/channel/UCVBXlR7YhYUr-DfNG1XLrHA
Jhon Rachid - https://www.youtube.com/user/ZAMBARDLAND
Merci à Brigitte Lecordier (voix officielle de Goku enfant), Nyo (graphisme), Christophe (production), Alexandre (questions), Tsume-Art et toute l’équipe technique.
Montage : Jonathan Minotti",Bigorneaux & Coquillages,2016-11-20T10:39:58Z,"['quiz dragon ball', 'quiz', 'dragon ball', 'cyprien', 'chef otaku', 'luccasstv', 'waxx', 'jhon rachid', 'cyprien gaming', 'quizz', 'dragon ball z']",20,26:38,9756,129216,4932493,0,hd,True
BEST OF LIVE CALL OF DUTY Infinite Warfare,"Merci aux viewers et les guests : Gotaga, CodJordan23, Skyrroz, Skyyart, MrLEV12, Amixem, Superkonar, Frigiel et tous les autres !
Vous pouvez voir MrLEV12 se prendre un magnifique vent à 5m23, c'est cadeau.
Vidéo sponsorisée par Activision.

On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-11-18T16:53:41Z,"['cypriengaming', 'cyprien gaming', 'call of duty', 'infinite warfare']",20,7:25,495,18817,732997,0,hd,True
BIGFLO & OLI vs TONY YOKA - Tournoi FIFA 17,"SAY LE RETOUR DU TOURNOI FIFA avec BIGFLO et OLI contre TONY YOKA et MHD contre MOHAMED BOUHAFSI ! 

On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-11-14T18:31:36Z,"['cypriengaming', 'cyprien gaming', 'BIGFLO ET OLI', 'bigflo', 'oli', 'tony yoka', 'mhd', 'mohammed bouhafsi', 'fifa 17', 'tournoi', ""let's play""]",20,10:29,1503,29519,1075231,0,hd,True
QUAND T'ES DEUX SUR LE PS VR,"Bah forcément t'attends ton tour... comme tu peux !
Merci à Playstation d'avoir sponsorisé cette vidéo.
On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-11-10T18:25:44Z,"['cypriengaming', 'cyprien gaming', 'casque VR', 'casque', 'realité virtuelle', 'VR', 'playstation VR', 'ps vr', 'playstation', '2016']",20,7:43,1785,66240,2767703,0,hd,True
ON MOUILLE LE SLIP - Jeux d'horreur,"Notre live le soir d'Halloween était fort en émotion. On a mouillé le slip quoi. Merci d'avoir d'avoir passé la soirée avec nous et voici un best of !

On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-11-05T14:15:48Z,"['on mouille le slip', ""jeux d'horreur"", 'cyprien', 'cyprien gaming', 'squeezie', 'kitchen', 'playstation vr', 'outlast 2', 'live', 'best of', 'on est pas viril mais on fait avec']",20,12:59,3424,79693,3194286,0,hd,True
LA PIRE COOPÉRATION - Gears of War 4,"Découvrez nos t-shirts ! ► http://www.cypriengaming.com
On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-10-31T11:00:00Z,"['cypriengaming', 'cyprien gaming']",20,8:30,1620,32928,921644,0,hd,False
LA REVANCHE DE NIDHOGG - Akuto : Mad World,"On s'était mis la gueule sur Nidhogg. On REMET ÇA, mais cette fois, avec des ÉPÉES ! 

On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-10-27T15:05:35Z,"['cypriengaming', 'cyprien gaming', 'nidhogg', 'akuto', 'akuto mad world', 'jeu', 'gameplay', ""let's play""]",20,8:3,1100,43871,1394534,0,hd,False
SQUEEZIE vs GUILLAUME PLEY - Tournoi FIFA 17,"SAY LE RETOUR DU TOURNOI FIFA ! On commence avec du lourd, des anciens finalistes des précédents tournois qui sont là pour tout casser.

On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-10-22T17:45:48Z,"['squeezie', 'guillaume pley', 'tournoi fifa 17', 'fifa 17', 'cyprien', 'cyprien gaming', 'codjordan23', 'yannou', ""j'aime pas écrire des tags""]",20,8:7,1943,46376,1946862,0,hd,True
JEU DÉBILE PUISSANCE 1000 - Bishi Bashi Special,"Un jeu bluffant avec le moteur graphique Frostbite 4.

On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-10-14T12:19:08Z,"['jeu debile', 'jeu debile puissance 1000', 'bishi bashi special', 'bishi bashi', 'cyprien', 'squeezie', 'cyprien gaming', 'retro']",20,8:46,810,44445,1907885,0,hd,True
ON FERME NOTRE RESTAURANT - Overcooked,"Françaises, français, c'est la rentrée pour la chaîne ! Quelques changements mais surtout des vidéos toutes les semaines, comme à l'ancienne !


On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-09-30T14:35:20Z,"['on ferme notre restaurant', 'overcooked', 'cyprien', 'squeezie', 'ps4', 'gameplay', 'wtf', 'cyprien gaming']",20,8:39,2133,59275,2508455,0,hd,True
CYPRIEN SQUEEZIE À L'E3 2016 (en retard),"Mieux vaut tard que jamais, notre tour du salon de l'E3 2016 avec des découvertes, des trolls, de l'amour, du suspense.

Découvrez nos t-shirts ! ► http://www.cypriengaming.com
On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-06-30T12:07:52Z,"[""cyprien squeezie à l'e3 2016"", 'cyprien', 'squeezie', 'e3 2016', 'troll', 'détente']",20,6:44,2692,53831,2322001,0,hd,True
SAMOURAÏ VS VIKINGS – For Honor,"Découvrez nos t-shirts ! ► http://www.cypriengaming.com
On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming

Samouraï vs Vikings – For Honor 
© Tous Droits Réservés",Bigorneaux & Coquillages,2016-06-22T18:20:16Z,"['cypriengaming', 'cyprien gaming', 'samouraï', 'vikings', 'for honor', 'gameplay', '2016']",20,7:29,1205,25055,1206058,0,hd,True
LA PREMIÈRE GAME DU MONDE - Battlefield 1,"Avec Squeezie, mais aussi plein d'autres youtubeurs et même des stars, on a pu jouer à Battlefield 1 en avant première ! Admirez le travail *rire dans la salle*
Merci à Electronic Arts d'avoir sponsorisé la vidéo.
Découvrez nos t-shirts ! ► http://www.cypriengaming.com
On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-06-18T18:33:32Z,"['la première game du monde', 'battlefield 1', 'cyprien', 'squeezie', 'cyprien gaming', 'e3 2016']",20,4:44,2798,44843,1850051,0,hd,True
"FINN ET REY, C'EST NOUS ! - Lego Star Wars","On est à Los Angeles pour l'E3 ! Avant d'aller sur le salon et découvrir les nouveautés, on met les mains sur la démo de Lego Star Wars Le réveil de la force.
Merci à Warner d'avoir sponsorisé cette vidéo
Découvrez nos t-shirts ! ► http://www.cypriengaming.com
On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming

Téléchargez la demo :
https://store.playstation.com/#!/fr-fr/jeux/démo-de-lego-star-wars-le-réveil-de-la-force/cid=EP1018-CUSA03396_00-LEGOTHEFORCEDEMO?utm_source=WB.fr&utm_campaign=DEMOLEGOSTARWARS_PSN&utm_medium=News_WB&utm_content=Partage_MyWB",Bigorneaux & Coquillages,2016-06-15T19:39:02Z,"['lego star wars', 'le réveil de la force', 'cyprien', 'squeezie', 'e3', ""finn et rey c'est nous"", 'finn et rey']",20,7:56,1062,26130,1368408,0,hd,True
J'AI UN SUPER COACH ! - Smite,"Oui, avec un bon coach on peut faire des merveilles ! La sagesse de Squeezie nous rapproche du skill ultime...
Pour jouer à SMITE ►http://bit.ly/1t6GKUE  
Merci à Hi-Rez Studios d'avoir sponsorisé cette vidéo
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming
Découvrez nos t-shirts ! ► http://www.cypriengaming.com
On est sur Facebook ► https://facebook.com/chaineCyprienGaming",Bigorneaux & Coquillages,2016-06-03T17:44:34Z,"['smite', ""j'ai un super coach"", 'smite ps4', 'cupidon', 'zeus', 'cyprien', 'squeezie', 'cyprien gaming', 'smite fr']",20,9:46,2034,23716,1322583,0,hd,True
ON AFFRONTE MICKALOW ! - Overwatch,"Pour voir la soirée en intégralité  ► https://youtu.be/JbGhc9xBNak
Pour Découvrir le jeu : http://eu.battle.net/overwatch/fr/
Merci à Blizzard d'avoir sponsorisé cette vidéo

Découvrez nos t-shirts ! ► http://www.cypriengaming.com
On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-06-01T18:03:58Z,"['cypriengaming', 'cyprien gaming', 'overwatch']",20,12:34,2782,57537,3089164,0,hd,True
GÉANT VS NAIN - One Piece Burning Blood,"Attention, l'un de nous deux se fait humilier sur ce jeu aujourd'hui...
Gagnez un jeu sur PS4 en cliquant ici : http://www.jeuxactu.com/jeu-concours/one-piece-burning-blood-10-jeux-ps4-a-gagner-574dc639ed516c.htm
Merci à Bandai Namco d'avoir sponsorisé la vidéo
Découvrez nos t-shirts ! ► http://www.cypriengaming.com
On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-05-31T17:23:28Z,"['géant vs nain', 'one piece burning blood', 'ps4', 'gameplay', 'cyprien gaming', 'cyprien', 'squeezie', 'géant vs nain one piece burning blood', 'versus']",20,9:19,4583,61852,2800008,0,hd,True
Best of LIVE UNCHARTED 4,"Vous avez été nombreux à suivre notre live sur le solo et multi d'Uncharted 4 !!
Merci à Playstation d'avoir sponsorisé cette vidéo
Découvrez nos t-shirts ! ► http://www.cypriengaming.com
On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-05-16T14:56:54Z,"['best of live uncharted 4', 'best of', 'cyprien', 'cyprien gaming', 'squeezie', 'uncharted 4', 'multi']",20,4:58,526,12353,662998,0,hd,True
ADMIREZ LE DUO ! - Ratchet & Clank PS4,"Le duo le plus célèbre du jeu vidéo joué par le duo le plus séduisant de YouTube (si si)
Merci à Sony d'avoir sponsorisé cette vidéo.
Découvrez nos t-shirts ! ► http://www.cypriengaming.com
On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-04-30T17:43:29Z,"['ratchet et clank', 'ratchet et clank ps4', 'cyprien', 'squeezie', 'cyprien gaming', 'admirez le duo']",20,9:42,2136,28770,1417659,0,hd,True
MICKALOW VA SOUFFRIR ! - Overwatch,"On joue à la béta d'Overwatch sur PS4 pour défoncer Mickalow :D
Découvrir le jeu : http://eu.battle.net/overwatch/fr/
Merci à Blizzard d'avoir sponsorisé cette vidéo
Découvrez nos t-shirts ! ► http://www.cypriengaming.com
On est sur Facebook ► https://facebook.com/chaineCyprienGaming
Abonne-toi à la chaine ► http://bit.ly/CyprienGaming",Bigorneaux & Coquillages,2016-04-27T17:24:54Z,"['mickalow va souffrir', 'overwatch', 'cyprien', 'squeezie', 'overwatch trailer fr', 'mickalow', 'ps4']",20,9:19,2313,48246,3057925,0,hd,True
