Title,Description,Channel Title,Publish time,Tags,Category,Duration,Number of comments,Number of likes,Number of views,Number of favorites,Video quality,Licensed
Maître Gims - Je te pardonne (Warano Tour à l'AccorHotels Arena 2016),"L’album « Mon Cœur Avait Raison » fêtes ses 5 ans !
Gims – Je te pardonne (Live à l'AccorHotels Arena 2016 - Warano Tour)
Ecoutez les plus grands titres de Gims ici :  https://MaitreGims.lnk.to/GimsID

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
Facebook : https://www.facebook.com/maitregimsoff
Instagram : https://instagram.com/maitregims
Twitter : https://twitter.com/maitregims
Snapchat : Warano75
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
Abonne-toi à la chaîne : http://bit.ly/2q6P6Ni

#Gims #MonCoeurAvaitRaison #WaranoTour",MaitreGimsVEVO,2020-08-28T07:00:02Z,"['Gims', 'Maitre gims', 'maitre gims live', 'gims live', 'gims accor', 'maitre gims accor', 'gims accor hotel', 'maitre gims accor hotel', 'gims accor hotel arena', 'maitre gims accor hotel arena', 'gims 2015', 'gims best of live', 'maitre gims best of live', 'gims hits live', 'maitre gims hits live', 'maitre gims 2015', 'Gims je te pardonne', 'maitre gims je te pardonne', 'je te pardonne', 'je te pardonne live', 'je te pardonne live gims', 'Hip-Hop/Rap', 'Je te pardonne', 'Jive Epic']",10,6:53,382,7046,429752,0,hd,True
Maître Gims - Est-ce que tu m'aimes ? (Warano Tour à l'AccorHotels Arena 2016),"L’album « Mon Cœur Avait Raison » fêtes ses 5 ans !
Gims – Est-ce que tu m'aimes ? (Live à l'AccorHotels Arena 2016 - Warano Tour)

Ecoutez les plus grands titres de Gims ici : https://MaitreGims.lnk.to/GimsID 

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
Facebook : https://www.facebook.com/maitregimsoff
Instagram : https://instagram.com/maitregims
Twitter : https://twitter.com/maitregims
Snapchat : Warano75
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Abonne-toi à la chaîne : http://bit.ly/2q6P6Ni

#Gims #MonCoeurAvaitRaison #WaranoTour",MaitreGimsVEVO,2020-08-26T07:00:07Z,"[""Est-ce que tu m'aimes ?"", 'Hip-Hop/Rap', 'Jive Epic', 'Maître Gims']",10,3:59,419,9868,593893,0,hd,True
Maître Gims - J'me tire (Warano Tour à l'AccorHotels Arena 2016),"L’album « Mon Cœur Avait Raison » fêtes ses 5 ans !
Gims – J'me tire (Live à l'AccorHotels Arena 2016 - Warano Tour)

Ecoutez les plus grands titres de Gims ici : https://MaitreGims.lnk.to/GimsID

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
Facebook : https://www.facebook.com/maitregimsoff
Instagram : https://instagram.com/maitregims
Twitter : https://twitter.com/maitregims
Snapchat : Warano75
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Abonne-toi à la chaîne : http://bit.ly/2q6P6Ni

#Gims #MonCoeurAvaitRaison #WaranoTour",MaitreGimsVEVO,2020-08-26T07:00:02Z,"['Hip-Hop/Rap', ""J'me tire"", 'Jive Epic', 'Maître Gims']",10,7:5,369,9833,1148865,0,hd,True
Maître Gims - Laissez passer (Warano Tour à l'AccorHotels Arena 2016),"L’album « Mon Cœur Avait Raison » fêtes ses 5 ans !
Gims – Laissez passer (Live à l'AccorHotels Arena 2016 - Warano Tour)

Ecoutez les plus grands titres de Gims ici : https://MaitreGims.lnk.to/GimsID

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
Facebook : https://www.facebook.com/maitregimsoff
Instagram : https://instagram.com/maitregims
Twitter : https://twitter.com/maitregims
Snapchat : Warano75
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Abonne-toi à la chaîne : http://bit.ly/2q6P6Ni

#Gims #MonCoeurAvaitRaison #WaranoTour",MaitreGimsVEVO,2020-08-26T07:00:00Z,"['Hip-Hop/Rap', 'Jive Epic', 'Laissez passer', 'Maître Gims']",10,2:31,380,10359,537909,0,hd,True
"Maître Gims - Sapés comme jamais (Remix) (Audio) ft. Alonzo, Gradur, KeBlack, Awa Imani","Music video by Maître Gims performing Sapés comme jamais (Remix) [Audio]. (C) 2016 Wati B

http://vevo.ly/2FsWr3",MaitreGimsVEVO,2016-11-25T17:00:02Z,"['Hip-Hop/Rap', 'Jive Epic', 'Maître Gims feat. Alonzo', 'Gradur', 'Keblack & Awa Imani', 'Sapés comme jamais (Remix)']",10,4:18,1311,33982,2705637,0,hd,True
Maître Gims - Tout donner (Clip officiel),"Evénement : le clip ""Tout donner"" disponible en 4k pour la première fois !
Vérifie les paramètres de ton player !
Réalisation : Styck & Screetch (Daylight production)

Titre disponible en téléchargement : http://smarturl.it/Gims_ToutDonner_DL
Et en streaming : http://smarturl.it/Gims_ToutDonner_ST

Extrait d'""A contrecoeur"", la réédition de ""Mon coeur avait raison"" disponible : http://smarturl.it/MG_Contrecoeur_Pr
-----
Abonne-toi dès maintenant à la CHAINE OFFICIELLE de MAITRE GIMS https://www.youtube.com/user/MaitreGimsVEVO
-----
Retrouve Maître Gims sur :
Facebook https://www.facebook.com/maitregimsoff
Twitter https://twitter.com/maitregims
Instagram https://instagram.com/maitregims",MaitreGimsVEVO,2016-11-11T17:00:00Z,"['150', '2015', 'a contrecoeur', 'acoustique', 'album complet', 'album intégral', 'audio', 'bande annonce', 'bande originale', 'bella', 'black m', 'booba', 'booska p', 'boucan', 'camping', 'camping 3', 'canal +', 'changer', 'charly bell', 'clip', 'dany synthé', 'dawala', 'difool', 'dj lastone', 'djuna family', 'espace', 'film', 'franck dubosc', 'fred', 'futur', 'gates', 'gim', 'gradur', 'générations', 'instrumental', ""j'me tire"", 'jul', 'kaaris', 'karaoké', 'la fouine', 'laissez', 'lefa', 'lino', 'live', 'loin', 'longue', 'vie']",10,4:27,22323,565867,143404376,0,hd,True
Maître Gims - Paname (pilule violette) (Audio),"Découvre ""Paname"" de Maître Gims  ""A contrecoeur"" la réédition de ""Mon coeur avait raison"" enfin disponible Disponible en téléchargement: http://smarturl.it/MG_Contrecoeur_Pr Et en streaming: Streaming : http://smarturl.it/MG_Contrecoeur_Pr_ST  L'album MCAR toujours disponible http://smarturl.it/MG_MCAR_DL  Abonne-toi dès maintenant à la CHAINE OFFICIELLE de MAITRE GIMS http://www.youtube.com/subscription_center?add_user=MAITREGIMSVEVO ----- Réécoute le premier album de Maître Gims (Subliminal) en intégralité https://www.youtube.com/playlist?list=PLAwo9FtmD3yBLeM8sYXm3NEYVDCbsvprv  Retrouve tous les clips de Maître Gims (Est-ce que tu m'aimes ?, Longue vie, Bella, J'me tire, Changer, Zombie, Meurtre par strangulation...) https://www.youtube.com/playlist?list=PLAwo9FtmD3yBiYqkJWnpi9xqD3xUUNymm ----- Retrouve Maître Gims sur :  Facebook https://www.facebook.com/maitregimsoff?fref=ts  Twitter https://twitter.com/maitregims",MaitreGimsVEVO,2016-08-26T07:00:03Z,"['150', 'Maitre Gims', '2015', 'MaitreGimsvevo', 'a contrecoeur', 'vevo', 'acoustique', 'official', 'album complet', 'video', 'album intégral', 'music video', 'single', 'a lbum', 'bande annonce', 'Paname', 'bande originale', 'Loin', 'bella', 'black m', 'pilule violette', 'audio', 'Mon cœur avait raison', 'booba', 'booska p', 'hip hop', 'camping', 'rap', 'camping 3', 'canal +', 'changer', 'charly bell', 'clip', 'dawala', 'difool', 'djuna family', 'espace', 'film', 'franck dubosc', 'fred', 'futur', 'gates', 'gim', 'gradur']",10,3:11,993,19862,12390200,0,hd,True
Maître Gims - Pense à moi (pilule violette) (Audio),"Découvre ""Pense à moi"" de Maître Gims  ""A contrecoeur"" la réédition de ""Mon coeur avait raison"" enfin disponible Disponible en téléchargement: http://smarturl.it/MG_Contrecoeur_Pr Et en streaming: Streaming : http://smarturl.it/MG_Contrecoeur_Pr_ST  L'album MCAR toujours disponible http://smarturl.it/MG_MCAR_DL  Abonne-toi dès maintenant à la CHAINE OFFICIELLE de MAITRE GIMS http://www.youtube.com/subscription_center?add_user=MAITREGIMSVEVO ----- Réécoute le premier album de Maître Gims (Subliminal) en intégralité https://www.youtube.com/playlist?list=PLAwo9FtmD3yBLeM8sYXm3NEYVDCbsvprv  Retrouve tous les clips de Maître Gims (Est-ce que tu m'aimes ?, Longue vie, Bella, J'me tire, Changer, Zombie, Meurtre par strangulation...) https://www.youtube.com/playlist?list=PLAwo9FtmD3yBiYqkJWnpi9xqD3xUUNymm ----- Retrouve Maître Gims sur :  Facebook https://www.facebook.com/maitregimsoff?fref=ts  Twitter https://twitter.com/maitregims",MaitreGimsVEVO,2016-08-26T07:00:01Z,"['150', 'Maître Gims', '2015', 'MaitreGimsvevo', 'a contrecoeur', 'vevo', 'acoustique', 'official', 'album complet', 'video', 'album intégral', 'music video', 'bande annonce', 'single', 'album', 'bande originale', 'Pense à moi', 'bella', 'black m', 'pilule violette', 'audio', 'Zombie', 'booba', 'Subliminal', 'booska p', 'camping', 'hip hop', 'camping 3', 'rap', 'canal +', 'changer', 'charly bell', 'clip', 'dawala', 'difool', 'djuna family', 'espace', 'film', 'franck dubosc', 'fred', 'futur', 'gates', 'gim', 'gradur']",10,3:54,1820,59206,24754670,0,hd,True
Maître Gims - Tout donner (pilule violette) (Audio),"Découvre ""Tout donner"" de Maître Gims  ""A contrecoeur"" la réédition de ""Mon coeur avait raison"" enfin disponible Disponible en téléchargement: http://smarturl.it/MG_Contrecoeur_Pr Et en streaming: Streaming : http://smarturl.it/MG_Contrecoeur_Pr_ST  L'album MCAR toujours disponible http://smarturl.it/MG_MCAR_DL  Abonne-toi dès maintenant à la CHAINE OFFICIELLE de MAITRE GIMS http://www.youtube.com/subscription_center?add_user=MAITREGIMSVEVO ----- Réécoute le premier album de Maître Gims (Subliminal) en intégralité https://www.youtube.com/playlist?list=PLAwo9FtmD3yBLeM8sYXm3NEYVDCbsvprv  Retrouve tous les clips de Maître Gims (Est-ce que tu m'aimes ?, Longue vie, Bella, J'me tire, Changer, Zombie, Meurtre par strangulation...) https://www.youtube.com/playlist?list=PLAwo9FtmD3yBiYqkJWnpi9xqD3xUUNymm ----- Retrouve Maître Gims sur :  Facebook https://www.facebook.com/maitregimsoff?fref=ts  Twitter https://twitter.com/maitregims",MaitreGimsVEVO,2016-08-26T07:00:01Z,"['150', 'Maître Gims', '2015', 'MaitreGimsvevo', 'a contrecoeur', 'vevo', 'acoustique', 'official', 'album complet', 'video', 'album intégral', 'music video', 'bande annonce', 'single', 'album', 'bande originale', 'Tout donner', 'bella', 'black m', 'pilule violette', 'audio', 'Tu vas me manquer', 'booba', 'Mon cœur avait raison', 'booska p', 'camping', 'pop', 'camping 3', 'canal +', 'changer', 'charly bell', 'clip', 'dawala', 'difool', 'djuna family', 'espace', 'film', 'franck dubosc', 'fred', 'futur', 'gates', 'gim']",10,3:25,2298,119539,36175655,0,hd,True
"Maître Gims - Loin (pilule violette) (Audio) ft. Dany Synthé, soFLY & Nius","Découvre ""Loin"" de Maître Gims feat. Dany Synthé ""A contrecoeur"" la réédition de ""Mon coeur avait raison"" enfin disponible Disponible en téléchargement: http://smarturl.it/MG_Contrecoeur_Pr Et en streaming: Streaming : http://smarturl.it/MG_Contrecoeur_Pr_ST  L'album MCAR toujours disponible http://smarturl.it/MG_MCAR_DL  Abonne-toi dès maintenant à la CHAINE OFFICIELLE de MAITRE GIMS http://www.youtube.com/subscription_center?add_user=MAITREGIMSVEVO ----- Réécoute le premier album de Maître Gims (Subliminal) en intégralité https://www.youtube.com/playlist?list=PLAwo9FtmD3yBLeM8sYXm3NEYVDCbsvprv  Retrouve tous les clips de Maître Gims (Est-ce que tu m'aimes ?, Longue vie, Bella, J'me tire, Changer, Zombie, Meurtre par strangulation...) https://www.youtube.com/playlist?list=PLAwo9FtmD3yBiYqkJWnpi9xqD3xUUNymm ----- Retrouve Maître Gims sur :  Facebook https://www.facebook.com/maitregimsoff?fref=ts  Twitter https://twitter.com/maitregims",MaitreGimsVEVO,2016-08-26T07:00:00Z,"['150', 'Maitre Gims', '2015', 'MaitreGimsvevo', 'a contrecoeur', 'vevo', 'acoustique', 'official', 'album complet', 'video', 'album intégral', 'music video', 'single', 'a lbum', 'bande annonce', 'bande originale', 'featuring Dany Synthé et soFLY and Nius', 'Loin', 'bella', 'black m', 'pilule violette', 'audio', 'booba', 'booska p', 'camping', 'camping 3', 'canal +', 'changer', 'charly bell', 'clip', 'dawala', 'difool', 'djuna family', 'espace', 'film', 'franck dubosc', 'fred', 'futur', 'gates', 'gim', 'gradur', ""j'me""]",10,3:10,12614,518334,85510498,0,hd,True
"Maître Gims - Boucan (pilule violette) (Audio) ft. Jul, DJ Last One","Découvre """"Boucan"""" de Maître Gims feat. Jul & Dj Last One

Disponible en téléchargement: http://smarturl.it/MGims_Boucan_DL
Et en streaming: http://smarturl.it/MGims_Boucan_ST

Nouvel extrait d'""""A contrecoeur"""" la réédition de """"Mon coeur avait raison"""" disponible en précommande: http://smarturl.it/MG_Contrecoeur_Pr

L'album MCAR toujours disponible http://smarturl.it/MG_MCAR_DL

Abonne-toi dès maintenant à la CHAINE OFFICIELLE de MAITRE GIMS http://www.youtube.com/subscription_c...
-----
Réécoute le premier album de Maître Gims (Subliminal) en intégralité https://www.youtube.com/playlist?list... 
Retrouve tous les clips de Maître Gims (Est-ce que tu m'aimes ?, Longue vie, Bella, J'me tire, Changer, Zombie, Meurtre par strangulation...) https://www.youtube.com/playlist?list...
-----
Retrouve Maître Gims sur : 
Facebook https://www.facebook.com/maitregimsof... 
Twitter https://twitter.com/maitregims 
Instagram https://instagram.com/maitregims/""",MaitreGimsVEVO,2016-08-17T12:00:03Z,"['150', 'Maître Gims', '2015', 'MaîtreGimsvevo', 'contrecoeur', 'vevo', 'acoustique', 'official', 'album complet', 'video', 'album intégral', 'music video', 'audio', 'bande annonce', 'single', 'album', 'bande originale', 'bella', 'featuring Jul and DJ Last One', 'Boucan', 'black', 'Mon cœur avait raison', 'booba', 'hip hop', 'booska', 'rap', 'camping', 'canal', 'changer', 'charly bell', 'clip', 'dawala', 'difool', 'djuna family', 'espace', 'film', 'franck dubosc', 'fred', 'futur', 'gates', 'gim']",10,3:53,14101,226111,60451838,0,hd,True
