Title,Description,Channel Title,Publish time,Tags,Category,Duration,Number of comments,Number of likes,Number of views,Number of favorites,Video quality,Licensed
PAPY GRENIER - CYBERPUNK 2077 (Version 18+),"Cette vidéo est sponsorisée par World of Tanks !  Téléchargez World Of Tanks sur ce lien et rendez fier la mère patrie : https://tanks.ly/3tJPSyk 

----------------------------------------------------------------
                                 ---------ATTENTION CETTE VIDEO CONTIENT DU SPOIL---------
Salut à tous ! Après un retard COLOSSAL, voilà un nouvel épisode de Papy grenier sur Cyberpunk 2077 ! Le jeu est récent mais au vu de l'expérience et des bugs on pouvais pas passer à coté, c'était trop offert.

Un petit mot pour vous dire qu'on est navré du retard énorme de cette vidéo. On a pas spécialement travaillé plus ou moins dessus qu'un autre vidéo mais  nous avons changés de locaux, changé de matos, changés de méthodologie de taff (notamment pour essayer de faire des fond vert plus jolis)  
Bref, on a eu un mois de travaux et pas mal de problème durant la production, on vous fera très bientôt sur cette chaine une vidéo pour vous présenter nos nouveaux joujoux et vous expliquer pourquoi ca a été si long.

Normalement le rythme de production normal va recommencer dès la prochaine vidéo, bref navré encore du retard et j'espère que l'épisode vous plaira ! n'hésitez pas à le partager ca nous aide énormément ! 

--------------------------------------------

Merci à Banaumusic pour nous laisser utiliser sa musique inspecteur Gadget en mode Synthwave ! Vous la retrouverez ici sur le lien avec beaucoup de création très sympa  : https://banausic.bandcamp.com/

Deep fake par French Faker
Lien dans la description: https://www.youtube.com/c/FrenchFaker/",Joueur Du Grenier,2021-04-17T14:58:53Z,"['Joueur du Grenier', 'Bazar du grenier', 'JDG', 'Papy Grenier', 'CYBERPUNK', 'Cyberpunk 2077']",23,12:23,6043,128878,1344839,0,hd,True
Joueur du Grenier (Hors-série) - LES PUBS DE JEUX VIDEO,"Salut à tous ! Nouvel Hors sujet consacrés au publicités et ce coup-ci on va se pencher sur un genre de pub bien spécifique : les pubs de jeux vidéos ! On espère que la vidéo vous plaira !

Dans le rôle de Christophe DeLaKademie, Pierre Binjamin.

Merci à Thundard qui a fait une grosse compil de toute les pub de JV de l'INA ! Vous pouvez trouver le lien vers la playlist complète machine par machine ici : 

https://www.youtube.com/watch?v=SPHEc-Tit3w&list=PLF6YOM6lXtEXgBqevJ9P9Cv9d8PeL4vf4


Hésitez pas à aller y jeter un œil pour une grande bouffée de nostalgie !",Joueur Du Grenier,2021-02-13T16:54:48Z,[],23,26:27,11782,220323,4727703,0,hd,True
11ANS de JDG - Partie 2,"Vidéo sponsorisée par Nord VPN (et oui encore) Pour toute souscription à l’abonnement de 2 ans à 3,15€ par mois, recevez en bonus 4 mois supplémentaires gratuits ! Rendez-vous sur https://nordvpn.com/joueur et utilisez le code promo “joueur"" lors de votre achat.
---------------------------------------------------------------
Salut à tous ! Nous y sommes ! voilà enfin la 2eme partie de l'episode des 11ans. La conclusion d'un projet dans lequel on a mis toute nos tripes. j'espère que vous l'apprécierez. Merci à tous d'être si nombreux à nous suivre depuis ces 11années !

Merci à notre photographe plateau, Krysthal parce qu'on est des gros sacs et qu'elle a été oubliée au générique :x pour voir des photos du tournage c'est ici :
https://lekanarddechaine.com/

Erratum: L'acteur qui joue de rôle d'Alpha 5 s'appelle Paul Séna!",Joueur Du Grenier,2020-12-20T14:02:59Z,"['Joueur du grenier', '11ans', 'Jdg', 'bazar du grenier', 'retro gaming', 'Sonic 06', '10ans']",23,46:29,20743,264328,4445277,0,hd,False
11ANS DE JDG - Partie 1,"Salut à tous ! Après 4 mois entier à bosser dessus, voilà la première partie de la vidéo des 11ANS (c'etait celle des 10ans à la base mais souvenez vous on avais choisis de décaler à cette année)
C'est certes pas un court métrage, plutôt un gros épisode mais on y a mis du coeur et on espère qu'elle vous plaira, en attendant la 2eme partie qui sortira on l'espère courant décembre.
-------------------------------------------------------------------------------
Crédits équipe technique 

Scénaristes/Réalisateurs
Sébastien Rassiat
Frederic Molas
Karim Debbache

Chargé de Production
LeSadPanda

Chef Cascadeur
Samuel Kefi Abrikh

Artificier
Grégoire Philippe

ANIMATIONS
Marion Bricaud/Polymorph
https://www.instagram.com/polymarion/

1ere assistante réalisatrice
Charlotte Aigrault

2 éme assistant réalisateurs
Yann Leroux

Technicien Son / Mixage
Nicolas Sénac

Cheffe Opératrice
Malorie Gallard

Cadreur
Mabner Toussaint

Chef Electro
Louis Frederic Schefer

Cheffe Costume/Maquillage/Accesoire/Décor
Shun Geek

Assistant Cadre
Josselin Bergia

Assistantes Electro 
Charlene Lambert Pankey
Noémie Capronnier

Assistants techniques
Manon Tellier
Mathis Fabien
Côme Grannec

Accesoires/Décors
Romain Houlès/ Metropolis Sation
Hangar '84
Jonathan Fralin
Popee
MeoKwainee

Assistants Costume/Maquillage/Accesoire/Déor
 Nous sommes des heros
 Libs 
Dounice 
Muralu 
Chapardie 
P.A Leather Art (Papa cosplay) 
Angia - Mama cosplay
 Slypheroth cosplay 
Marysol
Jess 
Angie couture 
Panda d'ébène 
Thomas castié
Piwil 
Paul Sena 

Crédits spéciaux et remerciements:
Frederic Soutrelle: https://www.youtube.com/channel/UC0I_OBjPf4Xb5IDbuo0I1oA

Samuel Kefi Abrikh: https://www.youtube.com/channel/UCqe6rEFQDbA6nGY902pbDBw
Le conseil départemental de L'Orne
 réplique d’armes (airsoft ) : https://www.destockage-games.com/
http://haroz.fr/

Générique titre principal: Emmanuel Rousseau

Les crédits complets seront à la fin de la 2eme partie",Joueur Du Grenier,2020-11-07T18:58:32Z,"['JDG', '11ANS', '10ANS', 'Joueur du grenier']",23,42:51,24938,309570,6428349,0,hd,True
Joueur du grenier - MISSION IMPOSSIBLE,"Hello à tous ! Nouveau Joueur du grenier ! Et ce coup-ci on va aller voir un jeu que j'avais plutôt aimé étant jeune, j'y avais même pas mal joué. c'est MISSION IMPOSSIBLE SUR N64 ! 
C'est clairement pas un des plus mauvais jeux qu'on a testés dans cette émission, y'a eu bien pire, mais je me suis dit que c’était sympa d'en parler parce qu'il reste un peu débile !",Joueur Du Grenier,2020-06-27T16:02:10Z,"['Joueur du grenier', 'jdg', 'Bazar du grenier', 'Mission impossible', 'test', 'retro gaming', 'Nintendo 64']",23,21:28,11812,204115,4241573,0,hd,True
Joueur du Grenier - Hors série - CAPTAIN AMERICA avant qu'il soit cool,Nouveau Joueur du Grenier Hors sujet ! On avait fais y'a longtemps un épisode dédié à Batman souvenez-vous ! Et bien aujourd'hui on va se pencher sur un autre héros bien connu maintenant du grand public depuis quelques année mais qui n'a pas forcément très bien commencé !,Joueur Du Grenier,2020-05-23T15:18:38Z,"['Joueur du grenier', 'bazar du grenier', 'jdg', 'Captain america', 'Hors sujet', 'Hors série']",23,22:18,8953,202039,4841399,0,hd,True
Joueur du Grenier - LES JEUX FMV 2,"Nouvel épisode du grenier ! Après Man Enough, Police SWAT Force, une fois encore On repart regarder quelques jeux en FMV ! 

Note : il s'agit encore une fois d'un ""petit"" épisode, en raison de la crise sanitaire actuelle on ne peut hélas pas faire de mise en scène ambitieuse ou faire appel à des figurants",Joueur Du Grenier,2020-04-25T16:29:10Z,"['Joueur du grenier', 'Bazar du grenier', 'JDG', 'FMV 2', 'Critical Path', 'Crime patrol', 'Quantum gate']",23,15:59,7748,183271,4346088,0,hd,True
Joueur du Grenier - LES PIRES ACCESSOIRES NINTENDO,Hello ! Nouveau Joueur du grenier ! Un Petit épisode tout à fait classique en attendant le gros morceau des dix ans sur lequel on travaille mais j'espère qu'il vous plaira tout de même !,Joueur Du Grenier,2020-03-07T17:01:07Z,"['Joueur du grenier', 'Bazar du grenier', 'Accessoires', 'Nintendo', 'Nes', 'Power glove', 'ROB', 'JDG']",23,14:14,6117,187604,5000914,0,hd,True
ANNONCE ET INFOS !,Hey ! salut tout le monde bonne année ! J'ai une info importante a vous transmettre pour les prochains mois de la chaine en attendant la vidéo des 10ans ! donc voilà tout est dedans !,Joueur Du Grenier,2020-01-12T17:18:53Z,"['joueur du grenier', 'video 10 ans', 'fisty', 'Thanus', 'bazar du grenier']",24,6:12,4337,76030,1111604,0,hd,True
"Joueur du Grenier (Hors-Sujet) - LES SITCOM AB PROD (hélène & les garçons, Premiers Baisers etc)","Hello à tous ! Nouvel hors sujet et on met enfin les doigts dans une des choses les plus marquantes de notre enfance, ce sont les sitcom des années 90 par Ab production ! Vous avez probablement tous entendus parler de Premiers Baisers, Hélène et les garçons etc.. un sujet vaste qu'on va entamer par cette vidéo !

Un énorme merci à la chaîne générations Sitcom qui nous as permis de réaliser cette vidéo : vous retrouverez absolument tout les sitcoms de AB (et ça fait beaucoup) ici :

https://www.youtube.com/channel/UCVVubp6nL6vP8b6ls-Ybk-g

-----------------------------------
Sexy music from Bensound",Joueur Du Grenier,2019-12-21T16:50:54Z,"['Joueur du grenier', 'bazar du grenier', 'AB PROD', 'Club dorothée', 'Hors sujet', 'sitcom', 'hélène et les garçons', 'Salut les musclés', 'premiers baisers']",24,25:4,9689,186332,5077252,0,hd,True
PAPY GRENIER - GTA SAN ANDREAS,"Salut tlm ! Un épisode un peu en retard peut être un poil léger ce mois-ci pour cause de PLEEEINNN de galère durant le tournage (merci la pluie bretonne) Bref aujourd'hui papy va vous raconter une partie sombre de sa vie ! Lorsqu'il se battait dans la rue avec son gang ! 

Bon visionnage ! hésitez pas à partager si vous avez aimé.",Joueur Du Grenier,2019-11-17T16:31:28Z,"['Joueur du grenier', 'Papy grenier', 'Humour', 'JDG', 'GTA', 'San andreas']",24,10:20,9772,288165,6463432,0,hd,True
Joueur du grenier - MEN IN BLACK,"Nouvelle vidéo du grenier ! Une vidéo consacrée au jeu Men in Black sur Playstation j'espère qu'elle vous plaira ! Cette vidéo est directement reliée à l'épisode des 10ans ! 

Bon visionnage et merci d'être fidèle depuis 10ans maintenant ! Tintin au tibet c'etait le 30 Septembre 2009, 10ans après on est toujours là et vous aussi Merci à tous !

Note : pour le nouveau générique (Zevent) la vidéo etait dejà tournée avant le Zevent donc ca sera pour l'année prochaine ! (faut écouter hein !)",Joueur Du Grenier,2019-10-05T15:57:53Z,"['Joueur du grenier', 'bazar du grenier', 'Men in black', 'PS1', 'Playstation', 'Humour', 'retrogaming']",20,19:34,11173,188283,4906728,0,hd,True
Joueur du grenier - GAMEBOY ET DRAGON'S LAIR,"Hey salut tout le monde ! On est de retour avec un épisode classique mais qui j'espère vous plaira ! 

On va aborder le thème souvent mis de coté des consoles portables et plus précisément aujourd'hui on va replonger dans un de nos vieux démons : DRAGON'S LAIR sur GAMEBOY

--------------------------------------------------------------------------------------

Musique de la parodie de Sitcom par John Bartmann

https://www.youtube.com/channel/UC3z444YAYOOwQpFPIdRc32g",Joueur Du Grenier,2019-08-31T15:59:49Z,"['Joueur du grenier', 'bazar du grenier', ""Dragon's Lair"", 'Gameboy', 'Retro gaming', 'retour en enfer']",20,14:6,7161,169881,4940808,0,hd,True
Annonce et vacances !,"Hey ! C'est juillet ! c'est les vacances pour nous donc pas de vidéos !  On reprend le boulot dès lundi pour écrire la prochaine vidéo alors en attendant une annonce qui concerne les quelques prochains mois sur la chaine JDG !

PS : c'est pas une vidéo de meublage j'ai désactivé les annonces de pub pour les petits malins !",Joueur Du Grenier,2019-08-03T18:02:54Z,"['Joueur du grenier', 'Pas de vidéo', ""C'est les vacances !""]",20,1:37,2383,59317,864536,0,hd,True
Joueur du grenier - DES JEUX ET DU METAL !,"Hello à tous nouvelle vidéo du grenier ! Cette vidéo est un peu spéciale et nous as demandés un peu plus de temps que d'habitude vu que y'a beaucoup de mise en scène dans cette vidéo !

On voulais faire quelque chose de différent donc on est partis dans les jeux qui tournent dans le  monde du Métal et de la musique ! Et plus précisément WAYNE'S WORLD et REVOLUTION X (le jeu du groupe Aerosmith)

J'espère que ca vous plaira Bon visionnage et n'hésitez pas à partager ! 

-------------------------------------------------------------------------------------------------------

Musique 90s Sitcom Joy par John Bartmann",Joueur Du Grenier,2019-06-29T16:06:50Z,"['Joueur du grenier', 'Bazar du grenier', 'Aerosmith', ""Wayn'es World"", 'Revolution X', 'megadrive', 'Metal', 'Musique', 'Summoners War']",20,27:50,12557,173959,4668483,0,hd,True
Joueur du grenier - Hors série - Les PUBS des années 2000 (RE-UPLOAD),"Nouvel hors sujet du grenier ! un épisode un poil plus court et qui arrive un peu en retard ce mois-ci parce qu'on a du mobiliser une semaine entière sur la production de Bonus du prochain DVD ! 
On repart donc pour un hors série sur les Pub mais ce coup ci on avance de quelques années avec les pubs des années 2000 !",Joueur Du Grenier,2019-05-08T15:01:54Z,"['Joueur du grenier', 'Bazar du grenier', 'HORS Sujet', 'Hors série', 'PUB', 'Publicité', 'Numéro 3', 'Années 2000']",20,17:54,8928,197138,6004449,0,hd,True
JOUEUR DU GRENIER - MORTAL KOMBAT Mythologies : Sub-Zero & LE 5EME ELEMENT - Playstation,"Nouvelle vidéo Joueur du grenier ! Ce mois-ci on part en direction de deux jeux de la Playstation ! Le 5ème element et mortal Kombat Sub Zero Mythologiessur Playstation ! J'espère que ca vous plaira et n'hésitez pas à partager !

Remerciements :

Un immense remerciement au musée Robert Tatin (proche de Laval) qui nous a permis de filmer dans un cadre magnifique !

Vous pouvez trouver quelques images en fin de vidéo et leur site est ici : 
http://www.musee-robert-tatin.fr/

Ainsi que à 

Ironquest ( Sub-Zero & Scorpion) Voilà le lien de sa chaine :
https://www.youtube.com/channel/UCNzY0iQB1T1hzoO4zHEK5Eg
Il parle de muscu et d'histoire de la musculation !",Joueur Du Grenier,2019-03-23T17:00:23Z,"['Joueur du grenier', 'bazar du grenier', 'JDG', 'Humour', 'retrogaming', 'Mortal Kombat', 'Sub Zero Mythologie', 'fifth element', '5eme element']",20,27:18,9989,200173,7023904,0,hd,True
Joueur du grenier - ENTER THE MATRIX,"Aujourd'hui voilà une vidéo sur deux jeu ! Bad Boys 2 et Enter the matrix, les deux sur Gamecube ! 

Une vidéo plutôt classique, elle arrive un peu en retard par rapport à d'habitude suite aux vacances de noêl d'une part et au fait que j'ai été malade en janvier ce qui nous as empêchés de tourner !

J'espère néanmoins qu'elle vous plaira ! Bon visionnage",Joueur Du Grenier,2019-02-16T16:59:53Z,"['Joueur du grenier', 'Bazar du grenier', 'ENTER THE MATRIX', 'Bad boys 2', 'Gamecube', 'Matrix', 'humour', 'retro gaming']",20,23:1,8300,168785,6146912,0,hd,True
JOUEUR DU GRENIER - ECCO le dauphin - Mégadrive,"Nouvel épisode de Joueur du grenier ! On a eu moins de temps que d'habitude pour pondre cette épisode ! 3 semaine au lieu des 4 habituelles, du coup on vous propose de finir cette année 2018 par un épisode dans un style classique très JdGesque ! Un bon gros jeu bien dur et bien horrible ! Ecco le dauphin ! 

Bon visionnage ! 
----------------------------------------------------------------------------------------------

Musique à 17:17
""EuroDJ - Green Power""  - Link: https://youtu.be/CSVH8FzQn5w",Joueur Du Grenier,2018-12-23T17:15:00Z,"['joueur du grenier', 'bazar du grenier', 'test', 'gaming', 'Humour', 'Ecco the dolphin', 'JDG', 'Ecco le dauphin']",20,19:35,13435,195575,6693112,0,hd,False
Joueur du Grenier - Hors-sujet - Les dessins animés des années 2000,"Nouveau Hors-Sujet !  Après avoir ruiné l'enfance des enfants des années 90 il est temps d'avancer et d'aller voir celle des enfants des années 2000!

----------------------------------------------------------------------------------------------------------

Merci également à Mediatoon de nous avoir permis d'utiliser des extrait de la série Code lyoko pour réaliser ce Hors-Serie ! 

Vous pouvez retrouver tout les épisodes de Code lyoko en bonne qualité sur leur Youtube ici : https://www.youtube.com/channel/UCQiZ4G8PHqUIji3c74jBiTA


© Code Lyoko ™ © MoonScoop/ France 3 / Canal J. All rights reserved. 
 Code Lyoko Evolution™ © 2012 Moonscoop/FranceTélévisions/CanalJ. All rights reserved

-------------------------------------------------------------------------------------------------

Merci également à la chaine génération Club Do qui nous ont aussi permis d'utiliser quelques images de leur chaine !  

https://www.youtube.com/user/generationclubdo",Joueur Du Grenier,2018-11-24T17:00:13Z,"['Joueur du grenier', 'bazar du grenier', 'Hors sujet', 'Hors série', 'Dessins animés', 'Code lyoko', 'Digimon', 'Sakura']",20,24:26,24065,262814,9379079,0,hd,True
Joueur du Grenier - FORT BOYARD,"Nouvelle vidéo Joueur du Grenier ! Et on va aller voir du côté des jeux Fort Boyard et plein de jeux nous attendent dans cette licence ! 

merci à tout les participants ! Chef otaku, le monde à l'envers et Pierre grenier! 

Merci à vu alvin studio pour les plan en drone et surtout un immense merci au château du taureau. un lieu absolument magnifique à visiter !  

 www.chateaudutaureau.bzh",Joueur Du Grenier,2018-10-20T13:00:43Z,"['Joueur du grenier', 'bazar du Grenier', 'jdg', 'fort boyard', 'rétro gaming']",20,28:29,11983,205727,6683585,0,hd,True
